user_id,file_id,rating,proportion_top10,proportion_top100,proportion_top1000,proportion_over1000,mean_rank,median_rank,rank_entropy,n_pred_tokens,pred_rating
0,0,4,0.8524,0.0883,0.0502,0.0091,48.66,1.0,0.7842,657,3.63
1,0,1,0.7816,0.1379,0.0575,0.023,109.15,1.0,1.034,87,1.05
2,0,1,0.8084,0.1078,0.0719,0.012,52.08,1.0,0.9439,167,1.54
3,0,5,0.8028,0.1282,0.0568,0.0122,61.06,1.0,0.9469,1724,4.65
4,0,1,0.8132,0.1099,0.0769,0.0,23.98,1.0,0.8774,91,1.07
5,0,3,0.8289,0.0749,0.0802,0.016,94.44,1.0,0.892,187,2.11
6,0,4,0.8498,0.0939,0.0516,0.0047,30.95,1.0,0.7771,213,3.39
7,0,4,0.8761,0.0899,0.0265,0.0076,24.52,1.0,0.6717,1057,3.94
8,0,2,0.6807,0.1989,0.0924,0.028,163.89,2.0,1.3032,357,2.31
9,0,5,0.8498,0.0863,0.0479,0.016,77.24,1.0,0.8098,313,2.17
10,0,2,0.8358,0.1194,0.0448,0.0,23.48,1.0,0.783,67,1.58
11,0,4,0.8707,0.0951,0.0266,0.0076,25.59,1.0,0.6894,263,3.68
12,0,1,0.7782,0.1355,0.0698,0.0164,76.8,1.0,1.0378,487,2.29
13,0,2,0.7954,0.1419,0.0495,0.0132,55.28,2.0,0.9595,303,2.52
14,0,4,0.8503,0.068,0.0748,0.0068,39.14,1.0,0.7915,147,3.0
15,0,1,0.8571,0.0971,0.0457,0.0,24.58,1.0,0.7209,175,1.78
16,0,1,0.867,0.0987,0.0343,0.0,17.3,1.0,0.6753,233,1.98
17,0,1,0.8608,0.038,0.1013,0.0,35.43,1.0,0.7,79,1.32
18,0,4,0.7895,0.1496,0.0499,0.0111,61.17,2.0,0.9669,361,2.68
19,0,5,0.7939,0.1163,0.0735,0.0163,97.89,1.0,0.9991,490,4.19
20,0,1,0.7692,0.0989,0.1099,0.022,86.69,1.0,1.0924,91,1.19
21,0,1,0.8116,0.1449,0.0435,0.0,26.75,1.0,0.845,69,1.04
22,0,4,0.8414,0.0759,0.0759,0.0069,40.14,1.0,0.8237,145,2.45
23,0,4,0.8151,0.1132,0.0566,0.0151,76.28,1.0,0.9221,265,4.0
24,0,1,0.8403,0.1176,0.0336,0.0084,33.71,1.0,0.7966,119,1.38
25,0,5,0.7599,0.1201,0.0714,0.0486,200.07,1.0,1.1523,658,2.92
26,0,4,0.8065,0.1106,0.0507,0.0323,229.79,1.0,0.9795,217,3.78
27,0,1,0.8757,0.0757,0.0432,0.0054,22.84,1.0,0.6862,185,1.03
28,0,4,0.8221,0.0982,0.0736,0.0061,30.2,1.0,0.8832,163,3.09
29,0,1,0.7765,0.1176,0.0941,0.0118,113.24,1.0,1.0429,85,1.07
30,0,1,0.7874,0.0945,0.0551,0.063,469.85,1.0,1.0749,127,2.78
31,0,3,0.7556,0.0889,0.1333,0.0222,83.38,1.0,1.1256,45,1.42
32,0,1,0.8387,0.1398,0.0215,0.0,13.17,1.0,0.7288,93,1.21
33,0,4,0.8198,0.107,0.0535,0.0196,92.37,1.0,0.9172,766,3.68
34,0,4,0.844,0.0993,0.0496,0.0071,42.67,1.0,0.8031,423,3.85
35,0,1,0.8041,0.134,0.0515,0.0103,28.52,1.0,0.93,97,1.08
36,0,2,0.781,0.1143,0.0762,0.0286,399.16,1.0,1.0657,105,1.96
37,0,1,0.7966,0.1525,0.0508,0.0,32.14,1.0,0.8937,59,1.03
38,0,1,0.7586,0.1724,0.0345,0.0345,88.72,1.0,1.0746,29,1.17
39,0,2,0.7835,0.1645,0.039,0.013,192.27,1.0,0.9679,231,2.19
40,0,3,0.8933,0.0622,0.0444,0.0,15.39,1.0,0.5943,225,2.62
41,0,2,0.7647,0.098,0.0784,0.0588,318.55,1.0,1.1529,51,1.99
42,0,1,0.8249,0.0922,0.0507,0.0323,159.79,1.0,0.924,217,2.99
43,0,2,0.8476,0.0943,0.0459,0.0121,53.36,1.0,0.8046,827,2.64
44,0,5,0.7944,0.1028,0.0717,0.0312,294.57,1.0,1.0296,321,4.3
45,0,3,0.872,0.09,0.0311,0.0069,26.87,1.0,0.6904,289,3.44
46,0,2,0.8207,0.0621,0.0897,0.0276,107.08,1.0,0.9377,145,1.81
47,0,1,0.8133,0.1325,0.0422,0.012,68.23,1.0,0.8984,166,1.18
48,0,1,0.8444,0.0963,0.0444,0.0148,40.87,1.0,0.8208,135,1.37
49,0,1,0.878,0.0647,0.0388,0.0185,71.76,1.0,0.7087,541,1.58
50,0,1,0.8182,0.1299,0.039,0.013,31.75,1.0,0.8831,77,1.03
51,0,1,0.4,0.0,0.4,0.2,1023.0,141.0,1.5219,5,2.69
52,0,3,0.8538,0.0994,0.0234,0.0234,115.9,1.0,0.7792,171,3.09
53,0,1,0.8025,0.1481,0.0494,0.0,19.36,1.0,0.8772,81,1.88
54,0,1,0.789,0.156,0.055,0.0,31.08,1.0,0.9181,109,1.41
55,0,5,0.8447,0.082,0.054,0.0193,105.57,1.0,0.8387,1037,3.59
56,0,1,0.7931,0.1379,0.0345,0.0345,54.86,1.0,0.9945,29,1.27
57,0,1,0.8664,0.096,0.0324,0.0052,28.06,1.0,0.7035,771,3.83
58,0,1,0.8182,0.0866,0.0693,0.026,110.56,1.0,0.9461,231,1.12
59,0,5,0.7953,0.115,0.0698,0.0198,105.5,1.0,1.0019,1461,4.64
60,0,4,0.8609,0.0914,0.0436,0.0042,28.3,1.0,0.7315,963,3.86
61,0,5,0.6471,0.1176,0.1176,0.1176,1050.71,1.0,1.4961,17,4.54
62,0,1,0.7771,0.1338,0.0446,0.0446,347.34,1.0,1.0711,157,1.63
63,0,5,0.6409,0.1988,0.1186,0.0417,235.02,3.0,1.4307,2445,3.7
64,0,4,0.8727,0.0899,0.0262,0.0112,117.67,1.0,0.6944,267,3.69
65,0,1,0.6087,0.087,0.2174,0.087,173.52,1.0,1.5274,23,2.21
66,0,4,0.8119,0.115,0.0575,0.0156,103.02,1.0,0.9335,1026,3.95
67,0,4,0.8167,0.1235,0.0398,0.0199,88.93,1.0,0.909,251,3.46
68,0,3,0.8487,0.1,0.0385,0.0128,38.09,1.0,0.7944,390,2.75
69,0,5,0.8229,0.1086,0.0582,0.0103,48.06,1.0,0.8858,1169,4.58
70,0,1,0.8605,0.0853,0.0543,0.0,21.65,1.0,0.7175,129,1.45
71,0,1,0.7234,0.1489,0.0851,0.0426,370.49,1.0,1.2434,47,1.78
72,0,4,0.836,0.0952,0.0582,0.0106,40.07,1.0,0.8474,189,3.43
73,0,2,0.8257,0.1158,0.0573,0.0013,27.53,1.0,0.8368,786,3.47
74,0,2,0.8117,0.1209,0.057,0.0104,58.37,1.0,0.9166,579,2.92
75,0,4,0.6957,0.0435,0.1739,0.087,355.48,1.0,1.3062,23,3.29
0,1,1,0.8189,0.1024,0.063,0.0157,91.7,1.0,0.9182,127,1.69
1,1,4,0.8191,0.1081,0.0499,0.0229,94.66,1.0,0.9232,481,3.82
2,1,1,0.8238,0.0828,0.0722,0.0212,108.76,1.0,0.9197,471,2.84
3,1,5,0.8044,0.1257,0.0569,0.013,53.15,1.0,0.9456,1687,4.72
4,1,1,0.8095,0.1333,0.0571,0.0,19.9,1.0,0.8703,105,1.32
5,1,3,0.766,0.1206,0.0922,0.0213,185.79,1.0,1.0979,141,2.36
6,1,1,0.8436,0.067,0.0615,0.0279,137.18,1.0,0.8599,179,2.1
7,1,2,0.8728,0.0769,0.0414,0.0089,29.61,1.0,0.7067,338,2.49
8,1,1,0.8137,0.1015,0.0664,0.0185,86.34,1.0,0.9432,542,3.05
9,1,1,0.7971,0.1159,0.087,0.0,42.83,1.0,0.9276,69,1.04
10,1,1,0.8194,0.1322,0.0352,0.0132,63.3,1.0,0.8739,227,2.06
11,1,3,0.8641,0.0801,0.0501,0.0057,28.41,1.0,0.7328,699,3.45
12,1,2,0.8216,0.112,0.0493,0.0171,98.61,1.0,0.901,527,2.64
13,1,1,0.7027,0.0811,0.1351,0.0811,215.16,1.0,1.3356,37,1.88
14,1,4,0.8571,0.0829,0.0553,0.0046,43.4,1.0,0.7553,217,2.46
15,1,4,0.7942,0.0903,0.0758,0.0397,267.19,1.0,1.0441,277,3.78
16,1,1,0.8189,0.1102,0.0394,0.0315,125.2,1.0,0.9276,127,1.46
17,1,4,0.7899,0.1261,0.0672,0.0168,70.05,1.0,1.0063,119,2.46
18,1,4,0.814,0.1256,0.0512,0.0093,56.76,1.0,0.8998,215,3.12
19,1,1,0.7398,0.1789,0.0732,0.0081,59.04,1.0,1.0982,123,1.78
20,1,1,0.8155,0.0971,0.0874,0.0,37.96,1.0,0.8738,103,1.11
21,1,4,0.6957,0.1304,0.087,0.087,173.65,2.0,1.3603,23,3.61
22,1,4,0.8658,0.0835,0.0311,0.0196,84.82,1.0,0.7461,611,3.52
23,1,4,0.8151,0.1132,0.0566,0.0151,76.28,1.0,0.9221,265,4.0
24,1,4,0.7754,0.1337,0.0642,0.0267,112.55,1.0,1.0666,187,3.25
25,1,4,0.7485,0.1405,0.0845,0.0265,150.51,1.0,1.1506,1018,3.29
26,1,5,0.8528,0.0957,0.0408,0.0106,48.92,1.0,0.7779,564,4.08
27,1,1,0.8757,0.0757,0.0432,0.0054,22.84,1.0,0.6862,185,1.03
28,1,1,0.8387,0.0839,0.0581,0.0194,61.5,1.0,0.8613,155,1.96
29,1,1,0.8249,0.0734,0.0678,0.0339,259.86,1.0,0.9346,177,1.67
30,1,1,0.8202,0.1236,0.0562,0.0,33.81,1.0,0.8407,89,1.04
31,1,4,0.89,0.0753,0.0289,0.0058,28.62,1.0,0.6214,691,3.44
32,1,4,0.8348,0.1032,0.0531,0.0088,83.47,1.0,0.8409,339,3.15
33,1,4,0.8414,0.0994,0.037,0.0222,92.28,1.0,0.8385,1217,4.19
34,1,2,0.8368,0.0861,0.0534,0.0237,81.5,1.0,0.8735,337,2.79
35,1,5,0.8026,0.0943,0.0636,0.0395,245.59,1.0,1.0127,456,4.26
36,1,1,0.8266,0.0809,0.0636,0.0289,217.5,1.0,0.9212,173,1.46
37,1,4,0.8268,0.0894,0.0615,0.0223,80.69,1.0,0.9081,179,2.98
38,1,3,0.8145,0.1131,0.0452,0.0271,116.9,1.0,0.9401,221,3.06
39,1,3,0.8136,0.1288,0.0407,0.0169,99.67,1.0,0.9107,295,2.71
40,1,4,0.7868,0.1168,0.0558,0.0406,120.53,1.0,1.0541,197,3.24
41,1,1,0.8423,0.0958,0.0451,0.0169,73.12,1.0,0.8338,355,1.89
42,1,1,0.7687,0.1429,0.0408,0.0476,191.12,1.0,1.0903,147,1.76
43,1,4,0.7914,0.107,0.0695,0.0321,269.37,1.0,1.0386,187,3.71
44,1,4,0.8314,0.0928,0.053,0.0227,108.31,1.0,0.8885,528,3.74
45,1,1,0.8255,0.1007,0.0537,0.0201,57.4,1.0,0.9018,149,1.48
46,1,3,0.8361,0.082,0.0437,0.0383,117.01,1.0,0.8893,183,2.57
47,1,1,0.8471,0.1059,0.0353,0.0118,31.05,1.0,0.7915,85,1.17
48,1,1,0.8561,0.0719,0.0432,0.0288,100.12,1.0,0.8081,139,1.42
49,1,1,0.8547,0.0782,0.0447,0.0223,84.69,1.0,0.804,179,1.54
50,1,3,0.8869,0.0721,0.0312,0.0097,46.66,1.0,0.6483,513,2.85
51,1,5,0.6,0.0667,0.2,0.1333,417.47,1.0,1.5546,15,3.82
52,1,2,0.8345,0.0828,0.0621,0.0207,64.51,1.0,0.88,145,2.06
53,1,1,0.8025,0.1481,0.0494,0.0,19.36,1.0,0.8772,81,1.88
54,1,3,0.8378,0.1081,0.045,0.009,102.23,1.0,0.8235,111,2.15
55,1,5,0.7996,0.1162,0.0661,0.018,84.78,1.0,0.9825,998,4.54
56,1,5,0.8519,0.0889,0.0296,0.0296,87.21,1.0,0.8083,135,3.17
57,1,1,0.8598,0.1028,0.0374,0.0,15.69,1.0,0.702,107,1.16
58,1,1,0.8155,0.0858,0.073,0.0258,109.53,1.0,0.9556,233,1.32
59,1,5,0.8109,0.1121,0.0595,0.0175,203.11,1.0,0.9437,571,4.23
60,1,1,0.7935,0.1548,0.0452,0.0065,37.83,1.0,0.9302,155,1.22
61,1,4,0.8767,0.0616,0.0431,0.0185,177.76,1.0,0.7163,649,2.94
62,1,1,0.7785,0.1275,0.0604,0.0336,360.38,1.0,1.069,149,1.5
63,1,4,0.8467,0.0845,0.0553,0.0136,58.6,1.0,0.8194,959,3.98
64,1,4,0.8727,0.0899,0.0262,0.0112,117.67,1.0,0.6944,267,3.69
65,1,4,0.8085,0.1021,0.0638,0.0255,147.14,1.0,0.9726,235,3.38
66,1,4,0.8192,0.1017,0.0678,0.0113,258.06,1.0,0.9074,177,3.09
67,1,4,0.7698,0.1079,0.0863,0.036,385.95,1.0,1.1148,139,3.43
68,1,1,0.7403,0.1558,0.0909,0.013,81.08,1.0,1.135,77,1.04
69,1,2,0.8194,0.1097,0.0581,0.0129,66.45,1.0,0.9046,155,1.82
70,1,3,0.8565,0.0843,0.0524,0.0068,47.42,1.0,0.7642,878,3.1
71,1,5,0.8688,0.0892,0.0331,0.0089,48.83,1.0,0.7108,785,4.36
72,1,1,0.8154,0.1385,0.0308,0.0154,40.02,1.0,0.8822,65,1.11
73,1,2,0.8184,0.1076,0.05,0.024,131.59,1.0,0.9278,1041,2.94
74,1,3,0.8268,0.1126,0.0541,0.0065,41.47,1.0,0.8564,462,3.49
75,1,1,0.7551,0.102,0.0816,0.0612,271.12,1.0,1.1838,49,1.68
0,2,4,0.8327,0.1206,0.0311,0.0156,68.35,1.0,0.8373,257,3.61
1,2,5,0.8082,0.1136,0.0577,0.0205,83.47,1.0,0.9572,537,4.51
2,2,1,0.8627,0.0924,0.0336,0.0112,179.64,1.0,0.7385,357,2.21
3,2,5,0.8042,0.1264,0.0564,0.0131,51.64,1.0,0.9457,1685,4.75
4,2,1,0.7727,0.1364,0.0722,0.0187,95.64,1.0,1.0606,374,1.93
5,2,1,0.7532,0.1818,0.0519,0.013,37.48,1.0,1.0581,77,1.26
6,2,2,0.8543,0.0729,0.0567,0.0162,139.68,1.0,0.8005,247,2.05
7,2,1,0.7826,0.1565,0.0522,0.0087,130.48,1.0,0.9774,115,1.24
8,2,2,0.8137,0.1015,0.0664,0.0185,86.34,1.0,0.9432,542,3.05
9,2,1,0.806,0.1194,0.0597,0.0149,37.64,1.0,0.9502,67,1.05
10,2,3,0.801,0.0995,0.0733,0.0262,111.76,1.0,1.0015,191,3.19
11,2,3,0.8528,0.0964,0.0355,0.0152,51.49,1.0,0.7844,197,3.07
12,2,4,0.8,0.1289,0.0489,0.0222,94.53,1.0,0.9734,225,3.32
13,2,1,0.6774,0.1613,0.129,0.0323,113.16,1.0,1.3462,31,1.41
14,2,2,0.8309,0.0918,0.0676,0.0097,46.44,1.0,0.8658,207,2.7
15,2,5,0.8387,0.0896,0.0466,0.0251,333.9,1.0,0.8642,279,4.25
16,2,1,0.8522,0.0985,0.0394,0.0099,58.4,1.0,0.7755,203,3.03
17,2,1,0.7419,0.1613,0.0,0.0968,205.68,1.0,1.0701,31,1.37
18,2,3,0.8062,0.1219,0.0562,0.0156,47.82,1.0,0.9479,320,3.19
19,2,1,0.8172,0.0968,0.0753,0.0108,107.27,1.0,0.9153,93,1.03
20,2,1,0.7485,0.1595,0.0613,0.0307,219.85,1.0,1.1365,163,1.2
21,2,4,0.6957,0.1304,0.087,0.087,173.65,2.0,1.3603,23,3.61
22,2,3,0.865,0.0675,0.0613,0.0061,32.42,1.0,0.7355,163,2.67
23,2,4,0.8151,0.1132,0.0566,0.0151,76.28,1.0,0.9221,265,4.0
24,2,3,0.8295,0.0922,0.0584,0.02,100.17,1.0,0.8927,651,3.42
25,2,2,0.8304,0.114,0.0439,0.0117,46.8,1.0,0.8528,342,2.54
26,2,4,0.8256,0.1131,0.0466,0.0148,56.1,1.0,0.8798,1353,3.92
27,2,1,0.8757,0.0757,0.0432,0.0054,22.84,1.0,0.6862,185,1.03
28,2,4,0.8326,0.1088,0.046,0.0126,50.03,1.0,0.8519,239,3.4
29,2,1,0.7882,0.1412,0.0706,0.0,33.14,1.0,0.9393,85,1.01
30,2,4,0.8475,0.0792,0.0616,0.0117,61.43,1.0,0.8149,341,3.24
31,2,1,0.8916,0.0624,0.0377,0.0082,53.19,1.0,0.6327,849,1.73
32,2,1,0.8308,0.1077,0.0462,0.0154,33.17,1.0,0.8659,65,1.11
33,2,5,0.8414,0.0994,0.037,0.0222,92.28,1.0,0.8385,1217,4.19
34,2,5,0.8177,0.1079,0.0528,0.0216,73.21,1.0,0.9274,417,4.37
35,2,1,0.8105,0.0842,0.0947,0.0105,109.39,1.0,0.9375,95,1.04
