user_id,file_id,rating,ll_orig,mean_ll_pert,std_ll_pert,curvature_z,n_perturb_used,pred_rating
0,0,4,-inf,-inf,0.0,0.0,0,4.13
1,0,4,-inf,-inf,0.0,0.0,0,4.13
2,0,4,-inf,-inf,0.0,0.0,0,4.13
3,0,5,-inf,-inf,0.0,0.0,0,4.13
4,0,5,-inf,-inf,0.0,0.0,0,4.13
5,0,4,-inf,-inf,0.0,0.0,0,4.13
6,0,4,-inf,-inf,0.0,0.0,0,4.13
7,0,5,-inf,-inf,0.0,0.0,0,4.13
8,0,3,-inf,-inf,0.0,0.0,0,4.13
9,0,4,-inf,-inf,0.0,0.0,0,4.13
10,0,3,-inf,-inf,0.0,0.0,0,4.13
11,0,3,-2.5538,-3.0425,0.0582,8.39,8,3.61
12,0,5,-2.6065,-3.1255,0.1243,4.1741,8,3.9
13,0,1,-2.5947,-2.9505,0.0861,4.1316,8,2.5
14,0,5,-inf,-inf,0.0,0.0,0,4.13
15,0,5,-inf,-inf,0.0,0.0,0,4.13
16,0,4,-inf,-inf,0.0,0.0,0,4.13
17,0,4,-inf,-inf,0.0,0.0,0,4.13
18,0,4,-inf,-inf,0.0,0.0,0,4.13
19,0,5,-inf,-inf,0.0,0.0,0,4.13
20,0,5,-inf,-inf,0.0,0.0,0,4.13
21,0,4,-inf,-inf,0.0,0.0,0,4.13
22,0,5,-inf,-inf,0.0,0.0,0,4.13
23,0,4,-2.4381,-2.8622,0.0847,5.0062,8,3.91
24,0,4,-2.2361,-2.7195,0.1032,4.6827,8,3.94
25,0,5,-inf,-inf,0.0,0.0,0,4.13
26,0,5,-inf,-inf,0.0,0.0,0,4.13
27,0,3,-inf,-inf,0.0,0.0,0,4.13
28,0,3,-inf,-inf,0.0,0.0,0,4.13
29,0,4,-inf,-inf,0.0,0.0,0,4.13
30,0,4,-inf,-inf,0.0,0.0,0,4.13
31,0,5,-inf,-inf,0.0,0.0,0,4.13
32,0,5,-inf,-inf,0.0,0.0,0,4.13
33,0,4,-inf,-inf,0.0,0.0,0,4.13
34,0,5,-inf,-inf,0.0,0.0,0,4.13
35,0,4,-2.7545,-3.2088,0.0867,5.2394,8,3.88
36,0,5,-inf,-inf,0.0,0.0,0,4.13
37,0,5,-inf,-inf,0.0,0.0,0,4.13
38,0,4,-inf,-inf,0.0,0.0,0,4.13
39,0,2,-inf,-inf,0.0,0.0,0,4.13
40,0,4,-inf,-inf,0.0,0.0,0,4.13
41,0,5,-inf,-inf,0.0,0.0,0,4.13
42,0,5,-inf,-inf,0.0,0.0,0,4.13
43,0,5,-inf,-inf,0.0,0.0,0,4.13
44,0,2,-inf,-inf,0.0,0.0,0,4.13
45,0,2,-inf,-inf,0.0,0.0,0,4.13
46,0,5,-inf,-inf,0.0,0.0,0,4.13
47,0,4,-inf,-inf,0.0,0.0,0,4.13
48,0,4,-2.9733,-3.4034,0.1087,3.9562,8,3.45
49,0,5,-inf,-inf,0.0,0.0,0,4.13
50,0,4,-inf,-inf,0.0,0.0,0,4.13
51,0,4,-inf,-inf,0.0,0.0,0,4.13
52,0,4,-3.2155,-3.5935,0.0745,5.0737,8,3.95
53,0,5,-inf,-inf,0.0,0.0,0,4.13
54,0,5,-inf,-inf,0.0,0.0,0,4.13
55,0,5,-inf,-inf,0.0,0.0,0,4.13
56,0,5,-inf,-inf,0.0,0.0,0,4.13
57,0,5,-inf,-inf,0.0,0.0,0,4.13
58,0,2,-inf,-inf,0.0,0.0,0,4.13
59,0,4,-inf,-inf,0.0,0.0,0,4.13
60,0,4,-inf,-inf,0.0,0.0,0,4.13
61,0,5,-inf,-inf,0.0,0.0,0,4.13
62,0,4,-inf,-inf,0.0,0.0,0,4.13
63,0,5,-inf,-inf,0.0,0.0,0,4.13
64,0,5,-inf,-inf,0.0,0.0,0,4.13
65,0,4,-inf,-inf,0.0,0.0,0,4.13
66,0,4,-inf,-inf,0.0,0.0,0,4.13
67,0,4,-inf,-inf,0.0,0.0,0,4.13
68,0,4,-inf,-inf,0.0,0.0,0,4.13
69,0,4,-inf,-inf,0.0,0.0,0,4.13
70,0,5,-inf,-inf,0.0,0.0,0,4.13
71,0,5,-inf,-inf,0.0,0.0,0,4.13
72,0,5,-inf,-inf,0.0,0.0,0,4.13
73,0,4,-inf,-inf,0.0,0.0,0,4.13
74,0,5,-inf,-inf,0.0,0.0,0,4.13
75,0,4,-inf,-inf,0.0,0.0,0,4.13
0,1,4,-3.1731,-3.4996,0.062,5.263,8,3.89
1,1,4,-inf,-inf,0.0,0.0,0,4.13
2,1,2,-inf,-inf,0.0,0.0,0,4.13
3,1,5,-inf,-inf,0.0,0.0,0,4.13
4,1,2,-inf,-inf,0.0,0.0,0,4.13
5,1,4,-inf,-inf,0.0,0.0,0,4.13
6,1,4,-inf,-inf,0.0,0.0,0,4.13
7,1,4,-inf,-inf,0.0,0.0,0,4.13
8,1,3,-inf,-inf,0.0,0.0,0,4.13
9,1,3,-inf,-inf,0.0,0.0,0,4.13
10,1,4,-inf,-inf,0.0,0.0,0,4.13
11,1,4,-inf,-inf,0.0,0.0,0,4.13
12,1,5,-inf,-inf,0.0,0.0,0,4.13
13,1,5,-inf,-inf,0.0,0.0,0,4.13
14,1,5,-inf,-inf,0.0,0.0,0,4.13
15,1,4,-inf,-inf,0.0,0.0,0,4.13
16,1,4,-inf,-inf,0.0,0.0,0,4.13
17,1,4,-3.876,-4.3861,0.2443,2.0883,8,4.04
18,1,3,-inf,-inf,0.0,0.0,0,4.13
19,1,5,-inf,-inf,0.0,0.0,0,4.13
20,1,5,-inf,-inf,0.0,0.0,0,4.13
21,1,4,-4.5163,-6.1341,1.2538,1.2903,8,4.0
22,1,4,-inf,-inf,0.0,0.0,0,4.13
23,1,4,-2.5172,-3.0079,0.0701,7.0005,8,3.95
24,1,4,-inf,-inf,0.0,0.0,0,4.13
25,1,3,-inf,-inf,0.0,0.0,0,4.13
26,1,4,-inf,-inf,0.0,0.0,0,4.13
27,1,3,-inf,-inf,0.0,0.0,0,4.13
28,1,3,-inf,-inf,0.0,0.0,0,4.13
29,1,4,-3.224,-3.5821,0.0972,3.683,8,3.83
30,1,3,-inf,-inf,0.0,0.0,0,4.13
31,1,4,-inf,-inf,0.0,0.0,0,4.13
32,1,5,-inf,-inf,0.0,0.0,0,4.13
33,1,5,-inf,-inf,0.0,0.0,0,4.13
34,1,2,-4.3486,-4.6265,0.1247,2.2292,8,4.06
35,1,1,-inf,-inf,0.0,0.0,0,4.13
36,1,4,-inf,-inf,0.0,0.0,0,4.13
37,1,5,-inf,-inf,0.0,0.0,0,4.13
38,1,5,-inf,-inf,0.0,0.0,0,4.13
39,1,4,-inf,-inf,0.0,0.0,0,4.13
40,1,4,-inf,-inf,0.0,0.0,0,4.13
41,1,5,-inf,-inf,0.0,0.0,0,4.13
42,1,5,-inf,-inf,0.0,0.0,0,4.13
43,1,5,-inf,-inf,0.0,0.0,0,4.13
44,1,4,-inf,-inf,0.0,0.0,0,4.13
45,1,2,-inf,-inf,0.0,0.0,0,4.13
46,1,5,-inf,-inf,0.0,0.0,0,4.13
47,1,5,-inf,-inf,0.0,0.0,0,4.13
48,1,4,-inf,-inf,0.0,0.0,0,4.13
49,1,4,-inf,-inf,0.0,0.0,0,4.13
50,1,5,-2.3955,-2.9205,0.1136,4.6215,8,3.94
51,1,4,-inf,-inf,0.0,0.0,0,4.13
52,1,4,-inf,-inf,0.0,0.0,0,4.13
53,1,5,-inf,-inf,0.0,0.0,0,4.13
54,1,5,-inf,-inf,0.0,0.0,0,4.13
55,1,4,-inf,-inf,0.0,0.0,0,4.13
56,1,4,-inf,-inf,0.0,0.0,0,4.13
57,1,4,-inf,-inf,0.0,0.0,0,4.13
58,1,2,-inf,-inf,0.0,0.0,0,4.13
59,1,3,-inf,-inf,0.0,0.0,0,4.13
60,1,4,-inf,-inf,0.0,0.0,0,4.13
61,1,5,-inf,-inf,0.0,0.0,0,4.13
62,1,4,-inf,-inf,0.0,0.0,0,4.13
63,1,5,-inf,-inf,0.0,0.0,0,4.13
64,1,5,-inf,-inf,0.0,0.0,0,4.13
65,1,4,-inf,-inf,0.0,0.0,0,4.13
66,1,4,-inf,-inf,0.0,0.0,0,4.13
67,1,4,-inf,-inf,0.0,0.0,0,4.13
68,1,4,-inf,-inf,0.0,0.0,0,4.13
69,1,4,-inf,-inf,0.0,0.0,0,4.13
70,1,5,-inf,-inf,0.0,0.0,0,4.13
71,1,5,-inf,-inf,0.0,0.0,0,4.13
72,1,5,-inf,-inf,0.0,0.0,0,4.13
73,1,4,-3.0804,-3.3845,0.1113,2.7321,8,4.38
74,1,3,-inf,-inf,0.0,0.0,0,4.13
75,1,5,-inf,-inf,0.0,0.0,0,4.13
0,2,5,-3.7875,-4.0538,0.1001,2.6593,8,4.72
1,2,5,-inf,-inf,0.0,0.0,0,4.13
2,2,4,-inf,-inf,0.0,0.0,0,4.13
3,2,5,-inf,-inf,0.0,0.0,0,4.13
4,2,5,-inf,-inf,0.0,0.0,0,4.13
5,2,4,-inf,-inf,0.0,0.0,0,4.13
6,2,4,-inf,-inf,0.0,0.0,0,4.13
7,2,4,-inf,-inf,0.0,0.0,0,4.13
8,2,3,-inf,-inf,0.0,0.0,0,4.13
9,2,4,-inf,-inf,0.0,0.0,0,4.13
10,2,3,-inf,-inf,0.0,0.0,0,4.13
11,2,4,-inf,-inf,0.0,0.0,0,4.13
12,2,5,-inf,-inf,0.0,0.0,0,4.13
13,2,2,-inf,-inf,0.0,0.0,0,4.13
14,2,5,-inf,-inf,0.0,0.0,0,4.13
15,2,4,-2.6612,-3.2103,0.1233,4.4538,8,4.02
16,2,2,-inf,-inf,0.0,0.0,0,4.13
17,2,2,-2.8084,-3.3373,0.1536,3.4422,8,2.27
18,2,4,-inf,-inf,0.0,0.0,0,4.13
19,2,5,-inf,-inf,0.0,0.0,0,4.13
20,2,5,-inf,-inf,0.0,0.0,0,4.13
21,2,4,-4.5163,-5.841,1.3116,1.01,8,4.0
22,2,4,-inf,-inf,0.0,0.0,0,4.13
23,2,4,-2.5172,-2.9268,0.1342,3.0526,8,3.89
24,2,4,-inf,-inf,0.0,0.0,0,4.13
25,2,4,-inf,-inf,0.0,0.0,0,4.13
26,2,4,-inf,-inf,0.0,0.0,0,4.13
27,2,4,-inf,-inf,0.0,0.0,0,4.13
28,2,3,-inf,-inf,0.0,0.0,0,4.13
29,2,4,-3.1354,-3.436,0.1394,2.1565,8,4.03
30,2,4,-3.4522,-3.6883,0.079,2.9878,8,4.2
31,2,4,-inf,-inf,0.0,0.0,0,4.13
32,2,4,-inf,-inf,0.0,0.0,0,4.13
33,2,5,-inf,-inf,0.0,0.0,0,4.13
34,2,5,-inf,-inf,0.0,0.0,0,4.13
35,2,2,-inf,-inf,0.0,0.0,0,4.13
36,2,4,-inf,-inf,0.0,0.0,0,4.13
37,2,5,-inf,-inf,0.0,0.0,0,4.13
38,2,4,-inf,-inf,0.0,0.0,0,4.13
39,2,2,-inf,-inf,0.0,0.0,0,4.13
40,2,2,-inf,-inf,0.0,0.0,0,4.13
41,2,5,-2.5147,-2.9863,0.0566,8.3288,8,4.21
42,2,4,-inf,-inf,0.0,0.0,0,4.13
43,2,5,-3.0671,-3.3859,0.1192,2.6753,8,4.58
44,2,4,-inf,-inf,0.0,0.0,0,4.13
45,2,2,-inf,-inf,0.0,0.0,0,4.13
46,2,5,-inf,-inf,0.0,0.0,0,4.13
47,2,5,-inf,-inf,0.0,0.0,0,4.13
48,2,4,-inf,-inf,0.0,0.0,0,4.13
49,2,5,-inf,-inf,0.0,0.0,0,4.13
50,2,5,-inf,-inf,0.0,0.0,0,4.13
51,2,5,-inf,-inf,0.0,0.0,0,4.13
52,2,4,-3.6665,-3.961,0.121,2.4344,8,4.26
53,2,5,-inf,-inf,0.0,0.0,0,4.13
54,2,4,-inf,-inf,0.0,0.0,0,4.13
55,2,5,-inf,-inf,0.0,0.0,0,4.13
56,2,4,-inf,-inf,0.0,0.0,0,4.13
57,2,5,-inf,-inf,0.0,0.0,0,4.13
58,2,2,-inf,-inf,0.0,0.0,0,4.13
59,2,4,-3.4092,-4.3359,0.7903,1.1725,8,4.0
60,2,4,-inf,-inf,0.0,0.0,0,4.13
61,2,5,-inf,-inf,0.0,0.0,0,4.13
62,2,4,-inf,-inf,0.0,0.0,0,4.13
63,2,5,-inf,-inf,0.0,0.0,0,4.13
64,2,5,-inf,-inf,0.0,0.0,0,4.13
65,2,3,-3.2408,-3.5674,0.0913,3.5782,8,3.09
66,2,4,-inf,-inf,0.0,0.0,0,4.13
67,2,4,-inf,-inf,0.0,0.0,0,4.13
68,2,4,-inf,-inf,0.0,0.0,0,4.13
69,2,4,-inf,-inf,0.0,0.0,0,4.13
70,2,3,-3.205,-3.5562,0.0899,3.9053,8,3.24
71,2,5,-inf,-inf,0.0,0.0,0,4.13
72,2,5,-inf,-inf,0.0,0.0,0,4.13
73,2,3,-inf,-inf,0.0,0.0,0,4.13
74,2,4,-inf,-inf,0.0,0.0,0,4.13
75,2,4,-8.6657,-9.9101,1.3521,0.9203,8,4.0
0,3,5,-inf,-inf,0.0,0.0,0,4.13
1,3,4,-inf,-inf,0.0,0.0,0,4.13
2,3,4,-inf,-inf,0.0,0.0,0,4.13
3,3,5,-inf,-inf,0.0,0.0,0,4.13
4,3,5,-inf,-inf,0.0,0.0,0,4.13
5,3,2,-inf,-inf,0.0,0.0,0,4.13
6,3,4,-inf,-inf,0.0,0.0,0,4.13
7,3,4,-3.068,-3.444,0.126,2.9832,8,4.05
8,3,2,-2.7109,-3.2314,0.1268,4.1053,8,2.62
9,3,3,-inf,-inf,0.0,0.0,0,4.13
10,3,2,-inf,-inf,0.0,0.0,0,4.13
11,3,4,-inf,-inf,0.0,0.0,0,4.13
12,3,5,-inf,-inf,0.0,0.0,0,4.13
13,3,4,-4.0146,-5.2816,1.1208,1.1305,8,4.01
14,3,5,-inf,-inf,0.0,0.0,0,4.13
15,3,4,-inf,-inf,0.0,0.0,0,4.13
16,3,5,-inf,-inf,0.0,0.0,0,4.13
17,3,4,-2.7796,-3.193,0.0701,5.8943,8,3.88
18,3,3,-inf,-inf,0.0,0.0,0,4.13
19,3,5,-inf,-inf,0.0,0.0,0,4.13
20,3,5,-inf,-inf,0.0,0.0,0,4.13
21,3,4,-4.5163,-6.4079,1.0763,1.7575,8,4.0
22,3,4,-inf,-inf,0.0,0.0,0,4.13
23,3,4,-2.5172,-3.0177,0.0824,6.0757,8,3.89
24,3,4,-inf,-inf,0.0,0.0,0,4.13
25,3,4,-inf,-inf,0.0,0.0,0,4.13
26,3,5,-3.2192,-3.5251,0.1083,2.824,8,4.56
27,3,4,-inf,-inf,0.0,0.0,0,4.13
28,3,3,-inf,-inf,0.0,0.0,0,4.13
29,3,4,-inf,-inf,0.0,0.0,0,4.13
30,3,4,-3.5717,-3.8722,0.0592,5.0768,8,3.96
31,3,4,-3.3142,-3.6832,0.0951,3.8798,8,3.97
32,3,4,-inf,-inf,0.0,0.0,0,4.13
33,3,5,-inf,-inf,0.0,0.0,0,4.13
34,3,4,-inf,-inf,0.0,0.0,0,4.13
35,3,1,-inf,-inf,0.0,0.0,0,4.13
36,3,4,-inf,-inf,0.0,0.0,0,4.13
37,3,5,-inf,-inf,0.0,0.0,0,4.13
38,3,4,-inf,-inf,0.0,0.0,0,4.13
39,3,2,-inf,-inf,0.0,0.0,0,4.13
40,3,2,-3.0282,-3.4008,0.1085,3.4338,8,2.48
41,3,4,-3.0368,-3.4198,0.0975,3.9294,8,3.61
42,3,5,-inf,-inf,0.0,0.0,0,4.13
43,3,5,-inf,-inf,0.0,0.0,0,4.13
44,3,4,-inf,-inf,0.0,0.0,0,4.13
45,3,4,-inf,-inf,0.0,0.0,0,4.13
46,3,5,-inf,-inf,0.0,0.0,0,4.13
47,3,4,-inf,-inf,0.0,0.0,0,4.13
48,3,4,-3.5071,-3.8608,0.1149,3.0783,8,3.89
49,3,5,-inf,-inf,0.0,0.0,0,4.13
50,3,4,-inf,-inf,0.0,0.0,0,4.13
51,3,5,-inf,-inf,0.0,0.0,0,4.13
52,3,3,-inf,-inf,0.0,0.0,0,4.13
53,3,5,-inf,-inf,0.0,0.0,0,4.13
54,3,4,-inf,-inf,0.0,0.0,0,4.13
55,3,5,-inf,-inf,0.0,0.0,0,4.13
56,3,4,-inf,-inf,0.0,0.0,0,4.13
57,3,4,-3.2783,-3.6155,0.0652,5.1692,8,3.95
58,3,2,-inf,-inf,0.0,0.0,0,4.13
59,3,5,-2.9843,-3.2244,0.0994,2.4152,8,4.64
60,3,4,-inf,-inf,0.0,0.0,0,4.13
61,3,5,-inf,-inf,0.0,0.0,0,4.13
62,3,4,-inf,-inf,0.0,0.0,0,4.13
63,3,5,-inf,-inf,0.0,0.0,0,4.13
64,3,5,-3.608,-3.8794,0.0943,2.8772,8,4.53
65,3,3,-inf,-inf,0.0,0.0,0,4.13
66,3,4,-inf,-inf,0.0,0.0,0,4.13
67,3,4,-inf,-inf,0.0,0.0,0,4.13
68,3,4,-inf,-inf,0.0,0.0,0,4.13
69,3,4,-inf,-inf,0.0,0.0,0,4.13
70,3,2,-inf,-inf,0.0,0.0,0,4.13
71,3,5,-3.3617,-3.7089,0.1016,3.4192,8,3.74
72,3,4,-inf,-inf,0.0,0.0,0,4.13
73,3,4,-inf,-inf,0.0,0.0,0,4.13
74,3,3,-3.0643,-3.4106,0.109,3.1786,8,2.77
75,3,5,-inf,-inf,0.0,0.0,0,4.13
0,4,5,-inf,-inf,0.0,0.0,0,4.13
1,4,4,-inf,-inf,0.0,0.0,0,4.13
2,4,4,-inf,-inf,0.0,0.0,0,4.13
3,4,5,-inf,-inf,0.0,0.0,0,4.13
4,4,5,-inf,-inf,0.0,0.0,0,4.13
5,4,4,-inf,-inf,0.0,0.0,0,4.13
6,4,4,-2.9254,-3.3069,0.0476,8.0099,8,3.98
7,4,4,-inf,-inf,0.0,0.0,0,4.13
8,4,4,-inf,-inf,0.0,0.0,0,4.13
9,4,4,-inf,-inf,0.0,0.0,0,4.13
10,4,2,-inf,-inf,0.0,0.0,0,4.13
11,4,4,-inf,-inf,0.0,0.0,0,4.13
12,4,5,-inf,-inf,0.0,0.0,0,4.13
13,4,4,-inf,-inf,0.0,0.0,0,4.13
14,4,5,-3.0731,-3.5358,0.1047,4.4177,8,3.91
15,4,4,-2.8394,-3.2682,0.1012,4.2373,8,4.1
16,4,4,-inf,-inf,0.0,0.0,0,4.13
17,4,5,-4.0476,-4.5876,0.3418,1.5799,8,4.0
18,4,3,-inf,-inf,0.0,0.0,0,4.13
19,4,5,-inf,-inf,0.0,0.0,0,4.13
20,4,5,-inf,-inf,0.0,0.0,0,4.13
21,4,4,-4.5163,-6.4202,0.931,2.045,8,4.01
22,4,3,-inf,-inf,0.0,0.0,0,4.13
23,4,3,-2.5365,-3.0293,0.089,5.5352,8,3.48
24,4,4,-inf,-inf,0.0,0.0,0,4.13
25,4,4,-inf,-inf,0.0,0.0,0,4.13
26,4,4,-inf,-inf,0.0,0.0,0,4.13
27,4,4,-inf,-inf,0.0,0.0,0,4.13
28,4,3,-inf,-inf,0.0,0.0,0,4.13
29,4,5,-inf,-inf,0.0,0.0,0,4.13
30,4,4,-inf,-inf,0.0,0.0,0,4.13
31,4,5,-inf,-inf,0.0,0.0,0,4.13
32,4,5,-inf,-inf,0.0,0.0,0,4.13
33,4,4,-inf,-inf,0.0,0.0,0,4.13
34,4,5,-inf,-inf,0.0,0.0,0,4.13
35,4,1,-3.2318,-3.5555,0.104,3.1124,8,2.37
36,4,4,-inf,-inf,0.0,0.0,0,4.13
37,4,5,-inf,-inf,0.0,0.0,0,4.13
38,4,4,-inf,-inf,0.0,0.0,0,4.13
39,4,2,-inf,-inf,0.0,0.0,0,4.13
40,4,4,-inf,-inf,0.0,0.0,0,4.13
41,4,5,-inf,-inf,0.0,0.0,0,4.13
42,4,4,-inf,-inf,0.0,0.0,0,4.13
43,4,5,-inf,-inf,0.0,0.0,0,4.13
44,4,4,-inf,-inf,0.0,0.0,0,4.13
45,4,4,-inf,-inf,0.0,0.0,0,4.13
46,4,5,-inf,-inf,0.0,0.0,0,4.13
47,4,5,-inf,-inf,0.0,0.0,0,4.13
48,4,4,-inf,-inf,0.0,0.0,0,4.13
49,4,5,-inf,-inf,0.0,0.0,0,4.13
50,4,4,-inf,-inf,0.0,0.0,0,4.13
51,4,4,-inf,-inf,0.0,0.0,0,4.13
52,4,2,-3.4457,-3.7141,0.0856,3.135,8,2.46
53,4,5,-inf,-inf,0.0,0.0,0,4.13
54,4,4,-inf,-inf,0.0,0.0,0,4.13
55,4,5,-inf,-inf,0.0,0.0,0,4.13
56,4,4,-inf,-inf,0.0,0.0,0,4.13
57,4,4,-inf,-inf,0.0,0.0,0,4.13
58,4,2,-inf,-inf,0.0,0.0,0,4.13
59,4,4,-inf,-inf,0.0,0.0,0,4.13
60,4,3,-inf,-inf,0.0,0.0,0,4.13
61,4,5,-inf,-inf,0.0,0.0,0,4.13
62,4,4,-inf,-inf,0.0,0.0,0,4.13
63,4,5,-inf,-inf,0.0,0.0,0,4.13
64,4,5,-inf,-inf,0.0,0.0,0,4.13
65,4,4,-inf,-inf,0.0,0.0,0,4.13
66,4,4,-3.011,-3.4181,0.2364,1.7225,8,4.0
67,4,4,-inf,-inf,0.0,0.0,0,4.13
68,4,3,-inf,-inf,0.0,0.0,0,4.13
69,4,4,-inf,-inf,0.0,0.0,0,4.13
70,4,4,-inf,-inf,0.0,0.0,0,4.13
71,4,5,-inf,-inf,0.0,0.0,0,4.13
72,4,4,-inf,-inf,0.0,0.0,0,4.13
73,4,3,-inf,-inf,0.0,0.0,0,4.13
74,4,4,-2.8338,-3.2583,0.0991,4.2841,8,4.02
75,4,5,-inf,-inf,0.0,0.0,0,4.13
