user_id,file_id,rating,cosine_sim,q_norm,r_norm,norm_gap,pred_rating
0,0,4,0.7094,1.0,1.0,0.0,4.5
1,0,4,0.5094,1.0,1.0,0.0,3.89
2,0,4,0.6977,1.0,1.0,0.0,3.77
3,0,5,0.5084,1.0,1.0,0.0,4.27
4,0,5,0.596,1.0,1.0,0.0,4.71
5,0,4,0.7118,1.0,1.0,0.0,4.6
6,0,4,0.6986,1.0,1.0,0.0,3.72
7,0,5,0.795,1.0,1.0,0.0,4.67
8,0,3,0.7432,1.0,1.0,0.0,3.68
9,0,4,0.7005,1.0,1.0,0.0,3.76
10,0,3,-0.063,1.0,1.0,0.0,3.46
11,0,3,0.6996,1.0,1.0,0.0,3.74
12,0,5,0.6814,1.0,1.0,0.0,4.54
13,0,1,0.5891,1.0,1.0,0.0,3.24
14,0,5,0.6005,1.0,1.0,0.0,4.65
15,0,5,0.5806,1.0,1.0,0.0,4.37
16,0,4,0.5485,1.0,1.0,0.0,4.23
17,0,4,0.6958,1.0,1.0,0.0,3.8
18,0,4,0.7715,1.0,1.0,0.0,4.48
19,0,5,0.6746,1.0,1.0,0.0,4.51
20,0,5,0.6491,1.0,1.0,0.0,4.51
21,0,4,0.5017,1.0,1.0,0.0,4.25
22,0,5,0.5841,1.0,1.0,0.0,4.3
23,0,4,0.6065,1.0,1.0,0.0,4.05
24,0,4,-0.0938,1.0,1.0,0.0,4.2
25,0,5,0.6587,1.0,1.0,0.0,4.66
26,0,5,0.7224,1.0,1.0,0.0,4.47
27,0,3,0.6441,1.0,1.0,0.0,3.99
28,0,3,0.5105,1.0,1.0,0.0,3.78
29,0,4,0.6938,1.0,1.0,0.0,3.94
30,0,4,-0.0767,1.0,1.0,0.0,4.5
31,0,5,0.3511,1.0,1.0,0.0,3.91
32,0,5,0.6604,1.0,1.0,0.0,4.73
33,0,4,0.691,1.0,1.0,0.0,3.96
34,0,5,-0.0729,1.0,1.0,0.0,4.45
35,0,4,0.6171,1.0,1.0,0.0,4.03
36,0,5,0.6268,1.0,1.0,0.0,4.21
37,0,5,0.6795,1.0,1.0,0.0,4.67
38,0,4,-0.1087,1.0,1.0,0.0,4.3
39,0,2,0.6277,1.0,1.0,0.0,3.53
40,0,4,0.6409,1.0,1.0,0.0,4.26
41,0,5,-0.082,1.0,1.0,0.0,4.49
42,0,5,0.6102,1.0,1.0,0.0,4.0
43,0,5,0.6299,1.0,1.0,0.0,4.74
44,0,2,0.654,1.0,1.0,0.0,3.4
45,0,2,0.6695,1.0,1.0,0.0,4.45
46,0,5,0.6545,1.0,1.0,0.0,3.85
47,0,4,0.68,1.0,1.0,0.0,4.21
48,0,4,0.6527,1.0,1.0,0.0,3.41
49,0,5,0.5345,1.0,1.0,0.0,4.44
50,0,4,0.6461,1.0,1.0,0.0,4.31
51,0,4,0.5863,1.0,1.0,0.0,3.46
52,0,4,0.7658,1.0,1.0,0.0,4.03
53,0,5,0.6155,1.0,1.0,0.0,4.66
54,0,5,0.7117,1.0,1.0,0.0,4.35
55,0,5,0.6357,1.0,1.0,0.0,3.93
56,0,5,0.6749,1.0,1.0,0.0,4.45
57,0,5,0.69,1.0,1.0,0.0,3.9
58,0,2,-0.0548,1.0,1.0,0.0,2.24
59,0,4,0.6558,1.0,1.0,0.0,4.27
60,0,4,0.6958,1.0,1.0,0.0,3.85
61,0,5,0.5836,1.0,1.0,0.0,4.54
62,0,4,0.6358,1.0,1.0,0.0,3.9
63,0,5,0.6849,1.0,1.0,0.0,4.55
64,0,5,0.5527,1.0,1.0,0.0,4.75
65,0,4,0.691,1.0,1.0,0.0,3.9
66,0,4,0.615,1.0,1.0,0.0,4.4
67,0,4,0.6252,1.0,1.0,0.0,3.99
68,0,4,0.5367,1.0,1.0,0.0,4.06
69,0,4,-0.0646,1.0,1.0,0.0,3.45
70,0,5,0.5306,1.0,1.0,0.0,4.46
71,0,5,0.6196,1.0,1.0,0.0,4.42
72,0,5,0.6487,1.0,1.0,0.0,4.42
73,0,4,0.5907,1.0,1.0,0.0,3.77
74,0,5,0.5738,1.0,1.0,0.0,4.62
75,0,4,0.6646,1.0,1.0,0.0,4.07
0,1,4,0.6672,1.0,1.0,0.0,2.53
1,1,4,0.6711,1.0,1.0,0.0,4.44
2,1,2,0.7259,1.0,1.0,0.0,4.54
3,1,5,0.5095,1.0,1.0,0.0,4.31
4,1,2,0.6428,1.0,1.0,0.0,2.88
5,1,4,0.5999,1.0,1.0,0.0,4.52
6,1,4,0.6588,1.0,1.0,0.0,4.66
7,1,4,0.6299,1.0,1.0,0.0,4.08
8,1,3,0.6512,1.0,1.0,0.0,3.63
9,1,3,0.6867,1.0,1.0,0.0,3.81
10,1,4,-0.0397,1.0,1.0,0.0,3.67
11,1,4,0.5914,1.0,1.0,0.0,4.05
12,1,5,0.6731,1.0,1.0,0.0,4.26
13,1,5,0.6367,1.0,1.0,0.0,4.43
14,1,5,0.7033,1.0,1.0,0.0,3.97
15,1,4,0.6646,1.0,1.0,0.0,4.12
16,1,4,0.6256,1.0,1.0,0.0,4.27
17,1,4,0.7631,1.0,1.0,0.0,4.27
18,1,3,0.6604,1.0,1.0,0.0,4.41
19,1,5,0.6819,1.0,1.0,0.0,4.41
20,1,5,0.782,1.0,1.0,0.0,4.7
21,1,4,1.0,1.0,1.0,0.0,3.38
22,1,4,0.6023,1.0,1.0,0.0,4.11
23,1,4,0.6246,1.0,1.0,0.0,3.91
24,1,4,-0.0615,1.0,1.0,0.0,3.73
25,1,3,0.6315,1.0,1.0,0.0,4.02
26,1,4,0.6914,1.0,1.0,0.0,3.92
27,1,3,0.4736,1.0,1.0,0.0,3.13
28,1,3,0.5574,1.0,1.0,0.0,4.81
29,1,4,0.5287,1.0,1.0,0.0,3.82
30,1,3,0.7293,1.0,1.0,0.0,3.93
31,1,4,0.6357,1.0,1.0,0.0,4.15
32,1,5,0.4998,1.0,1.0,0.0,4.26
33,1,5,0.6793,1.0,1.0,0.0,4.66
34,1,2,0.349,1.0,1.0,0.0,3.8
35,1,1,0.667,1.0,1.0,0.0,2.53
36,1,4,0.6532,1.0,1.0,0.0,3.9
37,1,5,0.6545,1.0,1.0,0.0,4.51
38,1,5,0.7322,1.0,1.0,0.0,4.5
39,1,4,0.601,1.0,1.0,0.0,4.07
40,1,4,0.6155,1.0,1.0,0.0,4.77
41,1,5,0.6692,1.0,1.0,0.0,4.04
42,1,5,0.6612,1.0,1.0,0.0,3.81
43,1,5,0.5973,1.0,1.0,0.0,4.53
44,1,4,0.3777,1.0,1.0,0.0,3.46
45,1,2,0.5859,1.0,1.0,0.0,3.41
46,1,5,0.6711,1.0,1.0,0.0,4.65
47,1,5,0.7657,1.0,1.0,0.0,4.33
48,1,4,0.7081,1.0,1.0,0.0,4.05
49,1,4,0.6973,1.0,1.0,0.0,3.53
50,1,5,0.7097,1.0,1.0,0.0,4.17
51,1,4,0.5736,1.0,1.0,0.0,4.04
52,1,4,0.5444,1.0,1.0,0.0,3.67
53,1,5,0.6491,1.0,1.0,0.0,4.54
54,1,5,0.6413,1.0,1.0,0.0,4.66
55,1,4,0.6311,1.0,1.0,0.0,4.07
56,1,4,0.5858,1.0,1.0,0.0,3.72
57,1,4,-0.1067,1.0,1.0,0.0,4.29
58,1,2,-0.0555,1.0,1.0,0.0,2.25
59,1,3,0.3769,1.0,1.0,0.0,3.45
60,1,4,0.6012,1.0,1.0,0.0,4.04
61,1,5,0.7041,1.0,1.0,0.0,4.39
62,1,4,0.6275,1.0,1.0,0.0,3.42
63,1,5,0.6168,1.0,1.0,0.0,4.78
64,1,5,0.5496,1.0,1.0,0.0,4.74
65,1,4,0.7184,1.0,1.0,0.0,4.15
66,1,4,0.5985,1.0,1.0,0.0,4.25
67,1,4,0.7495,1.0,1.0,0.0,4.02
68,1,4,0.6917,1.0,1.0,0.0,3.95
69,1,4,0.6075,1.0,1.0,0.0,4.02
70,1,5,0.6327,1.0,1.0,0.0,4.46
71,1,5,0.597,1.0,1.0,0.0,4.75
72,1,5,0.579,1.0,1.0,0.0,4.32
73,1,4,0.6625,1.0,1.0,0.0,4.07
74,1,3,0.6481,1.0,1.0,0.0,3.43
75,1,5,-0.0914,1.0,1.0,0.0,4.57
0,2,5,0.6034,1.0,1.0,0.0,4.52
1,2,5,0.6007,1.0,1.0,0.0,4.65
2,2,4,0.7053,1.0,1.0,0.0,4.06
3,2,5,0.5481,1.0,1.0,0.0,4.71
4,2,5,0.619,1.0,1.0,0.0,4.55
5,2,4,0.5702,1.0,1.0,0.0,4.15
6,2,4,0.6221,1.0,1.0,0.0,3.65
7,2,4,0.6318,1.0,1.0,0.0,4.15
8,2,3,0.6512,1.0,1.0,0.0,3.63
9,2,4,0.6365,1.0,1.0,0.0,3.88
10,2,3,0.604,1.0,1.0,0.0,3.13
11,2,4,0.7192,1.0,1.0,0.0,4.14
12,2,5,0.6243,1.0,1.0,0.0,4.29
13,2,2,0.6524,1.0,1.0,0.0,3.63
14,2,5,0.6575,1.0,1.0,0.0,4.77
15,2,4,0.6022,1.0,1.0,0.0,4.07
16,2,2,0.6398,1.0,1.0,0.0,3.67
17,2,2,-0.0435,1.0,1.0,0.0,2.94
18,2,4,0.5745,1.0,1.0,0.0,4.06
19,2,5,0.6278,1.0,1.0,0.0,4.27
20,2,5,0.6663,1.0,1.0,0.0,3.77
21,2,4,1.0,1.0,1.0,0.0,3.38
22,2,4,0.605,1.0,1.0,0.0,3.51
23,2,4,-0.0953,1.0,1.0,0.0,4.17
24,2,4,-0.0401,1.0,1.0,0.0,3.64
25,2,4,0.7337,1.0,1.0,0.0,4.29
26,2,4,0.7183,1.0,1.0,0.0,4.15
27,2,4,0.756,1.0,1.0,0.0,4.07
28,2,3,0.6247,1.0,1.0,0.0,3.63
29,2,4,0.8159,1.0,1.0,0.0,4.19
30,2,4,0.5729,1.0,1.0,0.0,4.04
31,2,4,0.717,1.0,1.0,0.0,4.21
32,2,4,0.6543,1.0,1.0,0.0,4.18
33,2,5,0.6763,1.0,1.0,0.0,4.55
34,2,5,-0.1067,1.0,1.0,0.0,4.44
35,2,2,0.6479,1.0,1.0,0.0,3.37
36,2,4,0.4947,1.0,1.0,0.0,3.98
37,2,5,0.5496,1.0,1.0,0.0,4.44
38,2,4,0.6365,1.0,1.0,0.0,3.86
39,2,2,0.6675,1.0,1.0,0.0,2.73
40,2,2,-0.082,1.0,1.0,0.0,3.72
41,2,5,0.6093,1.0,1.0,0.0,4.31
42,2,4,0.5779,1.0,1.0,0.0,4.36
43,2,5,0.63,1.0,1.0,0.0,4.7
44,2,4,0.5582,1.0,1.0,0.0,3.79
45,2,2,0.6277,1.0,1.0,0.0,3.53
46,2,5,0.7358,1.0,1.0,0.0,4.41
47,2,5,0.6428,1.0,1.0,0.0,4.16
48,2,4,0.7081,1.0,1.0,0.0,4.05
49,2,5,0.647,1.0,1.0,0.0,4.38
50,2,5,0.7269,1.0,1.0,0.0,4.92
51,2,5,0.6169,1.0,1.0,0.0,4.63
52,2,4,0.6323,1.0,1.0,0.0,4.02
53,2,5,0.6448,1.0,1.0,0.0,4.91
54,2,4,0.6228,1.0,1.0,0.0,4.28
55,2,5,0.7227,1.0,1.0,0.0,4.96
56,2,4,0.645,1.0,1.0,0.0,4.89
57,2,5,0.6558,1.0,1.0,0.0,4.75
58,2,2,-0.0555,1.0,1.0,0.0,2.25
59,2,4,0.7896,1.0,1.0,0.0,4.2
60,2,4,0.5731,1.0,1.0,0.0,4.04
61,2,5,0.5717,1.0,1.0,0.0,4.69
62,2,4,0.6994,1.0,1.0,0.0,3.79
63,2,5,0.685,1.0,1.0,0.0,4.55
64,2,5,0.6444,1.0,1.0,0.0,4.61
65,2,3,0.6255,1.0,1.0,0.0,3.9
66,2,4,0.5001,1.0,1.0,0.0,3.97
67,2,4,0.6423,1.0,1.0,0.0,4.0
68,2,4,0.5226,1.0,1.0,0.0,4.01
69,2,4,0.6105,1.0,1.0,0.0,4.26
70,2,3,0.667,1.0,1.0,0.0,2.74
71,2,5,0.5914,1.0,1.0,0.0,4.26
72,2,5,0.6331,1.0,1.0,0.0,4.44
73,2,3,0.8947,1.0,1.0,0.0,3.76
74,2,4,0.5679,1.0,1.0,0.0,4.16
75,2,4,-0.0486,1.0,1.0,0.0,2.24
0,3,5,0.6711,1.0,1.0,0.0,4.54
1,3,4,0.5475,1.0,1.0,0.0,4.67
2,3,4,0.5834,1.0,1.0,0.0,4.4
3,3,5,0.604,1.0,1.0,0.0,4.22
4,3,5,0.6793,1.0,1.0,0.0,4.47
5,3,2,0.5931,1.0,1.0,0.0,3.54
6,3,4,0.6445,1.0,1.0,0.0,4.57
7,3,4,0.749,1.0,1.0,0.0,3.84
8,3,2,0.5421,1.0,1.0,0.0,3.28
9,3,3,0.636,1.0,1.0,0.0,3.84
10,3,2,0.5588,1.0,1.0,0.0,4.17
11,3,4,0.7192,1.0,1.0,0.0,4.28
12,3,5,0.7096,1.0,1.0,0.0,4.51
13,3,4,-0.0165,1.0,1.0,0.0,3.9
14,3,5,0.6802,1.0,1.0,0.0,4.57
15,3,4,0.6432,1.0,1.0,0.0,3.98
16,3,5,0.6143,1.0,1.0,0.0,4.24
17,3,4,0.6428,1.0,1.0,0.0,3.97
18,3,3,0.6981,1.0,1.0,0.0,3.6
19,3,5,0.5653,1.0,1.0,0.0,4.57
20,3,5,0.6032,1.0,1.0,0.0,4.3
21,3,4,1.0,1.0,1.0,0.0,3.38
22,3,4,0.6474,1.0,1.0,0.0,4.32
23,3,4,-0.0953,1.0,1.0,0.0,4.17
24,3,4,-0.0599,1.0,1.0,0.0,3.69
25,3,4,0.5628,1.0,1.0,0.0,3.82
26,3,5,0.6254,1.0,1.0,0.0,4.26
27,3,4,0.756,1.0,1.0,0.0,4.07
28,3,3,0.668,1.0,1.0,0.0,2.65
29,3,4,0.6622,1.0,1.0,0.0,4.08
30,3,4,0.5938,1.0,1.0,0.0,3.58
31,3,4,0.6607,1.0,1.0,0.0,4.26
32,3,4,0.5632,1.0,1.0,0.0,3.12
33,3,5,0.7476,1.0,1.0,0.0,4.2
34,3,4,-0.0934,1.0,1.0,0.0,4.2
35,3,1,0.6047,1.0,1.0,0.0,3.09
36,3,4,0.6784,1.0,1.0,0.0,4.35
37,3,5,0.6368,1.0,1.0,0.0,3.97
38,3,4,0.6059,1.0,1.0,0.0,3.54
39,3,2,0.6418,1.0,1.0,0.0,3.0
40,3,2,0.6021,1.0,1.0,0.0,3.2
41,3,4,0.7613,1.0,1.0,0.0,3.99
42,3,5,0.6261,1.0,1.0,0.0,4.52
43,3,5,0.5815,1.0,1.0,0.0,4.29
44,3,4,0.5267,1.0,1.0,0.0,4.05
45,3,4,0.6882,1.0,1.0,0.0,3.81
46,3,5,0.6599,1.0,1.0,0.0,4.61
47,3,4,0.679,1.0,1.0,0.0,4.48
48,3,4,0.6381,1.0,1.0,0.0,4.42
49,3,5,0.6132,1.0,1.0,0.0,4.71
50,3,4,0.6547,1.0,1.0,0.0,4.2
51,3,5,0.686,1.0,1.0,0.0,4.18
52,3,3,0.6639,1.0,1.0,0.0,3.73
53,3,5,0.6448,1.0,1.0,0.0,4.91
54,3,4,0.6509,1.0,1.0,0.0,4.03
55,3,5,0.8477,1.0,1.0,0.0,4.36
56,3,4,0.6742,1.0,1.0,0.0,4.08
57,3,4,0.579,1.0,1.0,0.0,4.13
58,3,2,-0.0555,1.0,1.0,0.0,2.25
59,3,5,0.4984,1.0,1.0,0.0,4.42
60,3,4,0.3768,1.0,1.0,0.0,3.71
61,3,5,0.5568,1.0,1.0,0.0,4.82
62,3,4,0.6234,1.0,1.0,0.0,4.22
63,3,5,0.5569,1.0,1.0,0.0,4.81
64,3,5,0.5949,1.0,1.0,0.0,4.58
65,3,3,0.6268,1.0,1.0,0.0,3.59
66,3,4,0.5603,1.0,1.0,0.0,3.55
67,3,4,0.6494,1.0,1.0,0.0,4.26
68,3,4,0.361,1.0,1.0,0.0,3.91
69,3,4,0.6572,1.0,1.0,0.0,4.66
70,3,2,0.4686,1.0,1.0,0.0,3.2
71,3,5,0.5904,1.0,1.0,0.0,4.12
72,3,4,0.5864,1.0,1.0,0.0,3.53
73,3,4,0.6252,1.0,1.0,0.0,3.98
74,3,3,0.6012,1.0,1.0,0.0,3.24
75,3,5,0.6416,1.0,1.0,0.0,4.56
0,4,5,0.5133,1.0,1.0,0.0,4.33
1,4,4,0.7103,1.0,1.0,0.0,4.23
2,4,4,0.6504,1.0,1.0,0.0,3.88
3,4,5,0.7539,1.0,1.0,0.0,3.89
4,4,5,0.654,1.0,1.0,0.0,4.17
5,4,4,0.6801,1.0,1.0,0.0,4.2
6,4,4,0.6953,1.0,1.0,0.0,3.82
7,4,4,0.7461,1.0,1.0,0.0,4.19
8,4,4,0.521,1.0,1.0,0.0,4.0
9,4,4,0.6993,1.0,1.0,0.0,3.83
10,4,2,0.6958,1.0,1.0,0.0,3.38
11,4,4,0.717,1.0,1.0,0.0,4.46
12,4,5,0.7026,1.0,1.0,0.0,4.02
13,4,4,0.7092,1.0,1.0,0.0,4.16
14,4,5,0.5962,1.0,1.0,0.0,4.72
15,4,4,0.9874,1.0,1.0,0.0,3.75
16,4,4,0.6097,1.0,1.0,0.0,4.26
17,4,5,1.0,1.0,1.0,0.0,3.38
18,4,3,0.6981,1.0,1.0,0.0,3.54
19,4,5,0.6563,1.0,1.0,0.0,4.77
20,4,5,0.6519,1.0,1.0,0.0,4.01
21,4,4,1.0,1.0,1.0,0.0,3.38
22,4,3,0.5585,1.0,1.0,0.0,3.59
23,4,3,1.0,1.0,1.0,0.0,3.39
24,4,4,-0.0625,1.0,1.0,0.0,3.65
25,4,4,0.6439,1.0,1.0,0.0,3.86
26,4,4,0.5772,1.0,1.0,0.0,4.26
27,4,4,0.756,1.0,1.0,0.0,4.07
28,4,3,0.6818,1.0,1.0,0.0,4.05
29,4,5,0.7269,1.0,1.0,0.0,4.97
30,4,4,0.5373,1.0,1.0,0.0,4.0
31,4,5,0.6577,1.0,1.0,0.0,4.62
32,4,5,0.6379,1.0,1.0,0.0,4.52
33,4,4,0.7326,1.0,1.0,0.0,4.34
34,4,5,-0.0901,1.0,1.0,0.0,4.55
35,4,1,0.5641,1.0,1.0,0.0,3.09
36,4,4,0.5757,1.0,1.0,0.0,4.06
37,4,5,0.7285,1.0,1.0,0.0,4.87
38,4,4,0.7267,1.0,1.0,0.0,4.97
39,4,2,0.6732,1.0,1.0,0.0,3.8
40,4,4,0.6742,1.0,1.0,0.0,4.0
41,4,5,0.6762,1.0,1.0,0.0,4.57
42,4,4,0.6307,1.0,1.0,0.0,4.27
43,4,5,0.5652,1.0,1.0,0.0,4.56
44,4,4,0.5889,1.0,1.0,0.0,3.42
45,4,4,0.7029,1.0,1.0,0.0,4.13
46,4,5,0.636,1.0,1.0,0.0,3.84
47,4,5,0.6449,1.0,1.0,0.0,4.89
48,4,4,0.5902,1.0,1.0,0.0,3.76
49,4,5,0.6724,1.0,1.0,0.0,4.49
50,4,4,0.686,1.0,1.0,0.0,4.12
51,4,4,0.9778,1.0,1.0,0.0,3.81
52,4,2,0.6185,1.0,1.0,0.0,3.63
53,4,5,0.6448,1.0,1.0,0.0,4.91
54,4,4,0.6688,1.0,1.0,0.0,3.99
55,4,5,0.6483,1.0,1.0,0.0,4.26
56,4,4,0.6296,1.0,1.0,0.0,4.04
57,4,4,0.6599,1.0,1.0,0.0,3.97
58,4,2,1.0,1.0,1.0,0.0,3.38
59,4,4,0.6517,1.0,1.0,0.0,3.68
60,4,3,0.5281,1.0,1.0,0.0,3.75
61,4,5,0.5657,1.0,1.0,0.0,4.51
62,4,4,0.9743,1.0,1.0,0.0,3.73
63,4,5,0.7212,1.0,1.0,0.0,4.47
64,4,5,0.6145,1.0,1.0,0.0,4.24
65,4,4,0.7086,1.0,1.0,0.0,4.05
66,4,4,0.5678,1.0,1.0,0.0,4.17
67,4,4,0.6348,1.0,1.0,0.0,4.19
68,4,3,0.539,1.0,1.0,0.0,3.64
69,4,4,0.5782,1.0,1.0,0.0,4.36
70,4,4,0.7167,1.0,1.0,0.0,4.21
71,4,5,0.7239,1.0,1.0,0.0,4.97
72,4,4,0.6027,1.0,1.0,0.0,3.92
73,4,3,0.6659,1.0,1.0,0.0,3.46
74,4,4,0.81,1.0,1.0,0.0,4.38
75,4,5,0.5856,1.0,1.0,0.0,4.33
