user_id,file_id,rating,combo_11_E__add_perp_token_ner_disc__pred,cosine_sim,norm_gap,nli_mean_entail,nli_mean_contra,content_vs_function_ratio,pos_entropy,verbs_per_sentence,flesch_reading_ease,fk_grade_level,ttr,mtld,yules_k,avg_tree_depth,avg_dep_distance,entity_continuity,role_transitions,vader_compound,tb_subjectivity,sentence_length,avg_logprob,ppl,proportion_top100,entity_density,entity_label_entropy,connective_entropy,connective_density_per_100w
36,2,4.0,4.03,0.0,0.0,0.0,0.0,15.8125,2.4919,2.6429,-65.7995,54.36,0.5446,171.3646,50.5102,5.1429,3.3915,0.3649,0.0962,0.9921,0.4226,560.0,0.0,0.0,0.0,0.1531,2.4108,1.1488,1.25
37,2,5.0,4.73,0.0,0.0,0.0,0.0,3.9149,3.086,1.6897,51.9394,12.5909,0.4545,86.7114,70.4588,5.3448,2.9221,0.442,0.2874,0.9979,0.5523,506.0,0.0,0.0,0.0,0.1311,2.1187,0.5033,1.7787
38,2,4.0,4.13,0.0,0.0,0.0,0.0,3.7248,2.9928,1.4872,45.0869,11.1596,0.4111,101.4435,84.5679,5.1538,3.216,0.5,0.203,0.9956,0.5405,540.0,0.0,0.0,0.0,0.087,2.024,1.0389,2.7778
39,2,2.0,2.79,0.6675,0.0,0.015,0.3723,9.8293,2.8541,0.9828,75.4337,4.8195,0.2853,36.533,265.0818,3.6034,2.8373,0.5526,0.1991,0.9776,0.4814,659.0,-2.5573,12.9006,0.362,0.2249,1.143,1.1488,1.0622
40,2,2.0,2.97,0.0,0.0,0.0,0.0,9.1333,2.6177,1.2353,40.4333,14.2595,0.6156,144.4265,60.6903,4.9412,3.2175,0.3385,0.0741,0.9921,0.3244,307.0,0.0,0.0,0.0,0.1081,2.4505,1.4591,1.9544
41,2,5.0,4.27,0.6093,0.0,0.1703,0.2416,4.5,2.8687,3.6,20.0925,25.3625,0.4281,42.5223,208.025,7.6,3.9909,0.4304,0.1546,0.9851,0.5346,313.0,-3.0343,20.7865,0.3772,0.2244,1.7849,-0.0,1.278
42,2,4.0,4.19,0.0,0.0,0.0,0.0,6.75,2.7149,2.8235,6.484,26.7223,0.4515,92.4972,109.4596,5.2941,3.0462,0.4672,0.2,0.9917,0.4213,392.0,0.0,0.0,0.0,0.1551,2.2558,0.8113,1.0204
43,2,5.0,4.36,0.63,0.0,0.0988,0.1422,12.15,2.6423,4.4,-16.7906,36.7176,0.564,99.4883,85.4875,7.8,3.5243,0.3611,0.1237,0.9674,0.4933,289.0,-3.6767,39.5171,0.3763,0.1637,2.0226,-0.0,0.692
44,2,4.0,4.1,0.0,0.0,0.0,0.0,7.3095,2.8903,1.7895,38.4826,16.2141,0.5093,122.3229,73.4544,4.9474,2.869,0.4609,0.2518,0.9647,0.496,377.0,0.0,0.0,0.0,0.137,1.9873,0.9183,1.5915
45,2,2.0,3.14,0.0,0.0,0.0,0.0,8.6744,2.7498,3.8182,12.3042,25.4551,0.4665,130.0835,83.1075,6.0,3.6409,0.3955,0.2179,0.9806,0.4811,448.0,0.0,0.0,0.0,0.1653,2.0747,0.5917,1.5625
46,2,5.0,4.54,0.0,0.0,0.0,0.0,3.6111,2.9882,1.4348,57.0952,9.9685,0.4609,86.7306,81.4745,5.3478,3.2796,0.4104,0.2571,0.9826,0.46,460.0,0.0,0.0,0.0,0.1456,1.7031,0.8167,2.6087
47,2,5.0,4.65,0.0,0.0,0.0,0.0,3.5185,3.0778,4.0,33.0306,18.2581,0.3519,58.8023,114.027,5.9565,3.4116,0.4938,0.3127,0.9932,0.4258,807.0,0.0,0.0,0.0,0.147,2.3161,0.952,2.1066
48,2,4.0,4.0,0.0,0.0,0.0,0.0,3.1149,2.9309,1.1552,59.3233,7.782,0.4519,119.0793,95.9998,4.6897,2.6431,0.4151,0.2513,0.9798,0.5223,624.0,0.0,0.0,0.0,0.0496,2.7237,0.1959,5.2885
49,2,5.0,4.57,0.0,0.0,0.0,0.0,7.8684,2.7928,1.4762,10.4512,23.4422,0.7011,181.6961,31.5431,4.7143,2.9743,0.2229,0.1739,0.9862,0.4635,348.0,0.0,0.0,0.0,0.065,2.7978,0.7219,1.4368
50,2,5.0,4.55,0.0,0.0,0.0,0.0,8.6341,2.6383,2.8,-9.7973,33.9535,0.5109,102.7417,68.4767,7.0,4.338,0.4478,0.1218,0.9806,0.3621,413.0,0.0,0.0,0.0,0.0733,2.2423,1.5726,2.6634
51,2,5.0,4.86,0.0,0.0,0.0,0.0,10.5938,2.7035,2.6364,-49.1854,49.8482,0.4715,82.3855,111.0776,6.9091,3.5515,0.4252,0.1131,0.9941,0.5461,403.0,0.0,0.0,0.0,0.1865,2.1761,1.0,0.9926
52,2,4.0,3.99,0.6323,0.0,0.1124,0.1018,5.7347,2.9201,9.0,-47.9628,46.7794,0.6,184.4953,47.0588,8.75,5.0449,0.3607,0.2472,0.936,0.534,340.0,-4.1911,66.0928,0.3134,0.0958,2.7016,0.7219,1.4706
53,2,5.0,4.97,0.0,0.0,0.0,0.0,11.5625,2.7429,3.6,-50.8783,51.4921,0.5279,105.9383,76.9064,6.6,3.5966,0.3699,0.1341,0.9921,0.4053,430.0,0.0,0.0,0.0,0.1928,2.164,1.4591,1.3953
54,2,4.0,3.97,0.0,0.0,0.0,0.0,3.5924,3.038,3.1304,21.8089,22.3372,0.2994,47.435,155.8508,6.3478,3.2869,0.4855,0.3367,0.9941,0.5397,815.0,0.0,0.0,0.0,0.157,2.0807,0.8343,2.0859
55,2,5.0,4.66,0.0,0.0,0.0,0.0,8.8614,2.4701,1.9643,-60.2137,52.2146,0.3908,180.665,41.4028,6.5,3.7661,0.6107,0.1858,0.9927,0.4156,1021.0,0.0,0.0,0.0,0.1291,2.2294,1.1887,1.1753
56,2,4.0,4.09,0.0,0.0,0.0,0.0,10.1316,2.7951,3.6667,-56.1738,52.7276,0.4503,105.9975,104.4328,7.0,3.3008,0.4758,0.1584,0.9851,0.5206,433.0,0.0,0.0,0.0,0.1555,1.948,0.8113,0.9238
57,2,5.0,4.7,0.0,0.0,0.0,0.0,4.9492,2.8597,1.2195,57.0806,7.4404,0.6246,186.7826,55.2378,4.2683,2.6946,0.3462,0.3108,0.9871,0.5189,357.0,0.0,0.0,0.0,0.0412,2.9104,0.5917,1.9608
58,2,2.0,2.09,0.0,0.0,0.0,0.0,14.2857,2.5001,10.6667,-223.9412,118.2777,0.4286,52.49,147.6304,9.3333,10.5983,0.3939,0.027,0.9726,0.4522,371.0,0.0,0.0,0.0,0.1308,1.5176,1.5219,1.3477
59,2,4.0,3.9,0.7896,0.0,0.0017,0.0148,1.0,3.013,3.0,60.705,7.7733,0.9167,80.64,104.1667,5.0,2.6,0.125,0.0,0.3382,0.5,24.0,-3.7255,41.4914,0.3462,0.0,0.0,0.0,0.0
60,2,4.0,3.91,0.5731,0.0,0.0113,0.5719,7.7188,3.0496,4.75,39.8948,18.1288,0.4,39.7054,217.0764,5.25,3.3994,0.3469,0.198,0.7579,0.5026,365.0,-3.0597,21.3211,0.351,0.2338,1.5762,0.8113,1.0959
61,2,5.0,4.77,0.0,0.0,0.0,0.0,7.2803,2.8788,4.2903,-30.1474,42.8039,0.3099,119.0091,75.9565,6.2581,3.783,0.615,0.287,0.9973,0.4582,1139.0,0.0,0.0,0.0,0.1276,2.1163,1.2871,1.2291
62,2,4.0,4.08,0.0,0.0,0.0,0.0,8.075,2.7258,2.7333,46.3235,13.4866,0.5049,109.1194,76.8036,4.3333,2.8782,0.3664,0.1053,0.9947,0.4508,406.0,0.0,0.0,0.0,0.089,1.6955,0.8659,2.7094
63,2,5.0,4.68,0.0,0.0,0.0,0.0,4.7526,2.8013,1.1163,53.4654,8.8955,0.3887,80.9277,81.6288,4.8372,3.3743,0.517,0.2066,0.9934,0.5057,584.0,0.0,0.0,0.0,0.0924,2.4056,0.6686,2.7397
64,2,5.0,4.57,0.0,0.0,0.0,0.0,7.2632,2.9072,4.1333,34.4058,17.6729,0.454,111.893,88.9243,5.9333,2.9026,0.4452,0.2044,0.9855,0.4338,511.0,0.0,0.0,0.0,0.154,1.9061,1.0613,1.5656
65,2,3.0,3.4,0.6255,0.0,0.0598,0.5198,9.9583,2.8096,3.3333,29.2479,19.6138,0.57,117.6568,88.9935,5.5556,3.7574,0.3524,0.1685,0.9891,0.4905,293.0,-3.8908,48.95,0.2743,0.1446,2.2053,1.5,1.3652
66,2,4.0,3.88,0.0,0.0,0.0,0.0,6.6957,2.8236,1.0465,68.2526,5.8117,0.4605,97.496,109.6809,3.3953,2.3278,0.3259,0.3084,0.872,0.4513,430.0,0.0,0.0,0.0,0.1848,1.6746,1.6577,2.093
67,2,4.0,4.08,0.0,0.0,0.0,0.0,8.2222,2.6075,1.1379,47.6548,9.9705,0.5498,170.8534,57.2763,4.3793,3.1215,0.4172,0.1242,0.9828,0.464,422.0,0.0,0.0,0.0,0.0883,2.1052,1.1568,2.3697
68,2,4.0,4.1,0.0,0.0,0.0,0.0,8.4773,2.8334,1.8947,17.3334,22.1037,0.6705,292.7653,29.5186,5.2105,3.0643,0.2417,0.2,0.9866,0.4582,434.0,0.0,0.0,0.0,0.1021,2.5296,1.4591,1.3825
69,2,4.0,3.86,0.0,0.0,0.0,0.0,4.3711,2.9766,1.5714,31.9291,16.4605,0.3691,76.6661,116.691,5.4643,3.3415,0.4643,0.1339,0.9882,0.5058,569.0,0.0,0.0,0.0,0.129,1.9516,1.4838,2.4605
70,2,3.0,3.39,0.667,0.0,0.0405,0.0547,10.7826,2.7596,3.1111,-1.1157,29.7491,0.6014,159.0642,49.1382,4.1111,2.9829,0.3772,0.1932,0.9552,0.4206,281.0,-3.7735,43.5341,0.3155,0.14,2.6276,0.9183,1.0676
71,2,5.0,4.56,0.0,0.0,0.0,0.0,11.2222,2.827,3.7,-39.704,45.7931,0.5066,106.0077,89.418,5.7,3.431,0.3496,0.3694,0.9812,0.566,381.0,0.0,0.0,0.0,0.1657,1.7282,1.2516,1.5748
72,2,5.0,4.52,0.0,0.0,0.0,0.0,4.746,2.8654,0.9767,56.2596,7.5239,0.6521,214.1447,37.9809,4.1163,2.6807,0.2868,0.3176,0.9402,0.3745,365.0,0.0,0.0,0.0,0.0603,2.0785,1.3516,2.4658
73,2,3.0,3.41,0.0,0.0,0.0,0.0,7.898,2.7675,1.9333,20.7041,22.5445,0.4382,88.1656,96.9575,5.0667,3.3058,0.4683,0.1564,0.9786,0.4976,445.0,0.0,0.0,0.0,0.1308,1.8309,0.8113,0.8989
74,2,4.0,3.87,0.5679,0.0,0.0543,0.2287,3.7176,3.0357,6.0,-31.8205,41.7952,0.3942,67.4373,144.6421,7.375,4.1587,0.4556,0.3133,0.9967,0.5467,449.0,-2.7338,15.3907,0.2492,0.1521,2.4468,0.4395,2.4499
75,2,4.0,3.69,-0.0486,0.0,0.0,0.0,1.0,1.2516,0.0,49.48,7.6,1.0,0.0,0.0,2.0,1.4,0.0,0.0,0.2732,0.0,6.0,-9.4725,12996.7183,0.6667,0.3333,-0.0,0.0,0.0
0,3,5.0,4.32,0.0,0.0,0.0,0.0,8.1667,2.6018,4.7778,-6.3821,31.5891,0.4668,112.0558,84.6368,6.4444,4.9711,0.4737,0.1768,0.987,0.4849,407.0,0.0,0.0,0.0,0.1067,1.6118,1.1568,2.457
1,3,4.0,3.87,0.0,0.0,0.0,0.0,6.86,2.7,1.2667,31.8932,20.1143,0.3265,50.4208,142.2247,6.4,3.7019,0.6341,0.1065,0.9826,0.4971,441.0,0.0,0.0,0.0,0.1382,1.8573,0.5917,1.5873
2,3,4.0,4.18,0.0,0.0,0.0,0.0,8.0192,2.8387,6.2857,-75.2578,59.6127,0.4442,131.5455,77.0215,7.1429,4.3159,0.4514,0.202,0.9954,0.4457,493.0,0.0,0.0,0.0,0.1573,2.2026,-0.0,1.8256
3,3,5.0,4.81,0.0,0.0,0.0,0.0,4.5847,2.9671,1.9143,36.8266,13.947,0.4788,116.3879,54.3207,5.1714,2.9151,0.3923,0.2227,0.9961,0.512,683.0,0.0,0.0,0.0,0.0949,2.1764,1.1401,2.489
4,3,5.0,3.93,0.0,0.0,0.0,0.0,11.2222,2.6581,2.9091,13.1553,25.3719,0.4487,101.7322,100.975,6.0909,3.7413,0.4887,0.148,0.9902,0.4702,439.0,0.0,0.0,0.0,0.146,1.8469,-0.0,1.139
5,3,2.0,2.81,0.0,0.0,0.0,0.0,3.7887,2.9717,3.25,1.6297,29.1301,0.4005,63.5625,159.5689,5.625,3.8599,0.3953,0.2835,0.9947,0.619,392.0,0.0,0.0,0.0,0.1553,2.1297,0.5436,2.0408
6,3,4.0,4.18,0.0,0.0,0.0,0.0,9.8125,2.7622,1.8182,-55.5015,50.1495,0.4951,113.4553,102.558,6.3636,3.7256,0.3873,0.1269,0.9758,0.465,410.0,0.0,0.0,0.0,0.1599,2.2829,0.5917,1.7073
7,3,4.0,3.79,0.749,0.0,0.0112,0.4503,2.06,3.2968,1.9545,52.4133,9.5923,0.6006,108.8763,76.6805,4.7273,2.9366,0.3077,0.4314,0.992,0.368,323.0,-3.5583,35.1024,0.2494,0.0449,2.135,1.1401,5.2632
8,3,2.0,2.41,0.5421,0.0,0.0661,0.2114,5.3542,2.9213,4.5,15.9806,25.5882,0.4911,61.1496,136.7249,6.1667,3.5561,0.4222,0.1639,0.9806,0.4448,338.0,-3.2791,26.5511,0.3214,0.1195,1.8015,1.8464,2.9586
9,3,3.0,3.62,0.0,0.0,0.0,0.0,9.5938,2.7735,3.6667,-100.5064,69.1381,0.5944,177.1782,58.7963,5.4444,3.7345,0.3852,0.1949,0.9936,0.4608,360.0,0.0,0.0,0.0,0.0992,2.204,0.8113,1.1111
10,3,2.0,4.13,0.0,0.0,0.0,0.0,3.2877,2.9737,2.3043,0.4091,30.0954,0.3578,86.7269,119.796,6.3478,3.9089,0.5221,0.2979,0.9947,0.5053,682.0,0.0,0.0,0.0,0.127,2.079,0.3228,4.9853
11,3,4.0,4.09,0.0,0.0,0.0,0.0,12.0,2.8483,4.5556,-6.5973,34.2028,0.4419,53.5222,117.3361,6.7778,3.9975,0.411,0.2242,0.991,0.4373,482.0,0.0,0.0,0.0,0.188,1.7339,0.65,1.2448
12,3,5.0,4.49,0.0,0.0,0.0,0.0,5.0968,2.8329,2.8889,31.4125,20.2745,0.4408,50.9411,146.8721,5.6667,3.6258,0.4264,0.2,0.981,0.5268,456.0,0.0,0.0,0.0,0.208,1.6185,0.9544,1.7544
13,3,4.0,3.8,-0.0165,0.0,0.0,0.0,0.4444,3.0391,3.0,69.9938,6.7262,1.0,0.0,0.0,4.0,2.7692,0.0,0.0,0.0,0.625,13.0,-4.1136,61.165,0.2143,0.0,0.0,-0.0,7.6923
14,3,5.0,3.81,0.0,0.0,0.0,0.0,8.7714,2.7319,2.3636,-18.5127,36.2126,0.6076,194.7096,55.7734,5.7273,3.7713,0.3333,0.2174,0.9899,0.4388,344.0,0.0,0.0,0.0,0.0963,2.3634,0.8113,1.1628
15,3,4.0,4.11,0.0,0.0,0.0,0.0,7.4444,2.6644,2.8889,36.4417,18.6104,0.5158,86.8857,109.8513,6.1111,3.4434,0.3451,0.0982,0.9874,0.5188,349.0,0.0,0.0,0.0,0.1479,1.6259,1.0,2.2923
16,3,5.0,4.14,0.0,0.0,0.0,0.0,6.9848,2.9679,2.6957,26.2153,21.708,0.4459,81.5173,78.4527,5.3478,3.0742,0.3529,0.1749,0.9887,0.4538,619.0,0.0,0.0,0.0,0.1762,1.9286,1.0141,2.5848
17,3,4.0,3.77,0.6428,0.0,0.0607,0.4576,3.5312,2.9329,0.5556,55.7721,7.2977,0.4773,60.3956,129.0605,3.9167,2.9586,0.378,0.3043,0.9771,0.5557,331.0,-3.2751,26.4465,0.3376,0.1397,1.4986,1.0,3.0211
18,3,3.0,3.68,0.0,0.0,0.0,0.0,2.6519,3.2492,3.087,41.2007,15.2829,0.3629,75.8112,86.0958,5.6957,3.3413,0.5455,0.2379,0.9971,0.5403,631.0,0.0,0.0,0.0,0.1176,2.1619,1.3245,2.5357
19,3,5.0,4.58,0.0,0.0,0.0,0.0,7.9714,2.7304,1.25,54.0768,10.7515,0.6168,177.6157,60.1702,4.95,2.9916,0.344,0.1604,0.9876,0.4707,321.0,0.0,0.0,0.0,0.1429,2.0784,0.971,1.5576
20,3,5.0,4.73,0.0,0.0,0.0,0.0,2.8624,3.0324,1.1389,54.8051,8.6474,0.5685,171.1558,67.4662,4.4444,2.8669,0.3942,0.29,0.9911,0.4977,445.0,0.0,0.0,0.0,0.087,2.0376,1.0434,5.3933
21,3,4.0,3.82,1.0,0.0,0.0,0.0,1.5,2.4464,1.0,69.785,6.01,0.9,28.0,200.0,3.0,2.4444,0.0,0.0,0.0,0.2361,10.0,-5.284,197.1606,0.4,0.1,-0.0,1.0,20.0
22,3,4.0,3.95,0.0,0.0,0.0,0.0,10.7647,2.7592,2.5625,-131.0828,79.4893,0.5778,160.5943,57.1864,5.6875,3.5013,0.3819,0.1631,0.9565,0.45,405.0,0.0,0.0,0.0,0.1324,2.3324,-0.0,0.4938
23,3,4.0,3.97,-0.0953,0.0,0.0,0.0,13.0,2.686,1.9167,-166.7988,93.9113,0.5814,91.0846,130.4008,5.25,2.6638,0.2472,0.2584,0.9761,0.5063,258.0,-2.9219,18.5764,0.2554,0.0892,1.6513,0.9183,1.1628
24,3,4.0,3.86,0.0,0.0,0.0,0.0,8.575,2.6686,8.0,-40.3867,47.9585,0.4419,113.9247,82.5171,7.4,4.3362,0.5259,0.1017,0.9935,0.5071,396.0,0.0,0.0,0.0,0.0951,1.7774,-0.0,0.7576
25,3,4.0,4.05,0.0,0.0,0.0,0.0,6.5542,2.9931,5.25,-2.3576,33.1208,0.343,68.7432,99.91,6.1875,3.7205,0.5312,0.1832,0.9972,0.4889,761.0,0.0,0.0,0.0,0.1984,1.9626,1.4256,1.9711
26,3,5.0,4.45,0.6254,0.0,0.021,0.2488,4.1129,3.1519,2.6875,44.6335,12.5347,0.6646,209.3477,45.3599,4.875,3.0176,0.2764,0.3538,0.9169,0.5,328.0,-3.8003,44.7167,0.252,0.0771,2.7082,0.4395,3.3537
27,3,4.0,3.99,0.0,0.0,0.0,0.0,4.9189,2.9935,2.9375,34.6464,19.9097,0.4297,47.5596,117.3218,6.0,3.1993,0.3309,0.1921,0.9776,0.4967,505.0,0.0,0.0,0.0,0.1917,1.8956,0.65,1.1881
28,3,3.0,3.64,0.0,0.0,0.0,0.0,4.5679,3.0647,3.0,25.7151,18.4504,0.4165,77.7916,107.0464,6.2222,3.4722,0.4144,0.2988,0.9922,0.4737,485.0,0.0,0.0,0.0,0.1329,2.363,0.684,2.268
29,3,4.0,3.99,0.0,0.0,0.0,0.0,3.759,3.133,3.4286,29.4962,20.9455,0.4624,85.6096,100.399,6.3571,3.4181,0.404,0.242,0.9948,0.4911,426.0,0.0,0.0,0.0,0.113,1.6155,1.4354,2.5822
30,3,4.0,3.69,0.5938,0.0,0.0128,0.2066,4.3585,3.0777,1.2812,54.1984,7.8502,0.7329,306.0759,29.0861,4.2188,2.6088,0.2609,0.3617,0.9571,0.3518,292.0,-4.057,57.8001,0.2693,0.0815,2.6601,1.614,4.1096
31,3,4.0,3.8,0.6607,0.0,0.3773,0.1868,8.24,2.7745,1.3333,1.5973,27.0106,0.6496,157.1526,76.5702,4.5833,3.2639,0.2479,0.1194,0.9861,0.5179,254.0,-3.8495,46.9699,0.3144,0.1047,2.4522,-0.0,2.3622
32,3,4.0,4.01,0.0,0.0,0.0,0.0,6.1509,2.7188,4.2,-35.8448,46.4141,0.3846,42.942,191.2617,8.6,5.4448,0.3929,0.1488,0.9866,0.4643,429.0,0.0,0.0,0.0,0.1937,1.4911,-0.0,0.2331
33,3,5.0,4.33,0.0,0.0,0.0,0.0,4.5034,3.1611,2.9429,22.3606,18.9219,0.4469,88.1065,57.9508,6.1429,3.1711,0.3276,0.2868,0.9958,0.4608,895.0,0.0,0.0,0.0,0.1283,2.4032,0.8503,3.1285
34,3,4.0,3.91,0.0,0.0,0.0,0.0,5.3529,2.9756,9.0,-5.0043,33.2105,0.5083,104.3157,104.0872,9.0,3.5452,0.381,0.301,0.9902,0.4926,362.0,0.0,0.0,0.0,0.1446,2.059,1.3788,1.9337
35,3,1.0,2.19,0.0,0.0,0.0,0.0,6.875,2.9761,3.0667,39.1028,16.1138,0.4959,61.4977,127.9368,4.4,2.7628,0.3774,0.3069,0.9873,0.7331,369.0,0.0,0.0,0.0,0.1913,1.7886,1.3516,2.439
36,3,4.0,3.93,0.0,0.0,0.0,0.0,6.0833,3.0162,3.2,27.0244,20.1475,0.4342,79.6639,101.5899,5.8,3.0823,0.4014,0.3046,0.9799,0.4926,509.0,0.0,0.0,0.0,0.1779,1.8696,1.6577,1.7682
37,3,5.0,3.86,0.0,0.0,0.0,0.0,3.7829,3.0883,2.9545,41.2416,15.9973,0.3669,67.5513,90.4517,7.0455,3.5139,0.5448,0.1992,0.9789,0.6589,665.0,0.0,0.0,0.0,0.1347,1.9837,0.7229,3.1579
38,3,4.0,3.79,0.0,0.0,0.0,0.0,7.0465,2.7281,8.0,-20.3286,42.1797,0.277,32.042,213.019,9.25,5.505,0.5867,0.1547,0.9853,0.5602,408.0,0.0,0.0,0.0,0.242,1.6126,-0.0,0.7353
39,3,2.0,2.98,0.0,0.0,0.0,0.0,10.0526,2.5939,6.1667,-58.3257,54.2699,0.4,68.2197,106.1939,7.8333,4.8522,0.4531,0.1523,0.9865,0.5239,475.0,0.0,0.0,0.0,0.1448,1.8057,0.8113,0.8421
40,3,2.0,2.92,0.0,0.0,0.0,0.0,5.4792,2.8814,8.0,-32.6561,42.4086,0.5744,135.1778,62.1811,10.0,4.784,0.3583,0.1731,0.9701,0.3562,336.0,0.0,0.0,0.0,0.1191,2.4496,1.1488,2.0833
41,3,4.0,3.95,0.7613,0.0,0.1098,0.0993,3.871,3.0018,4.2857,12.3648,25.8441,0.4986,77.2872,100.4908,6.8571,3.3186,0.4242,0.2105,0.9924,0.4653,347.0,-3.6029,36.7053,0.3112,0.1616,1.9224,1.3788,2.0173
42,3,5.0,4.75,0.0,0.0,0.0,0.0,8.6316,2.6942,3.7,28.9703,21.9239,0.4326,68.621,116.1355,5.9,3.2536,0.4417,0.1605,0.9971,0.5334,423.0,0.0,0.0,0.0,0.1738,2.2406,0.65,1.4184
43,3,5.0,4.57,0.0,0.0,0.0,0.0,8.1333,2.838,5.0,-53.7522,52.2242,0.4741,84.3661,110.0258,7.0,5.164,0.352,0.1329,0.9963,0.46,424.0,0.0,0.0,0.0,0.1607,1.8584,0.8113,0.9434
44,3,4.0,3.95,0.0,0.0,0.0,0.0,5.1731,2.8264,2.0,40.6651,16.7792,0.4738,54.9399,131.2904,5.3636,2.754,0.3158,0.1552,0.9756,0.3741,363.0,0.0,0.0,0.0,0.1694,1.716,0.9544,2.2039
45,3,4.0,4.08,0.0,0.0,0.0,0.0,4.4945,2.833,3.6364,32.8198,19.4769,0.3428,45.3356,220.5792,7.2727,3.2278,0.4677,0.1982,0.9893,0.4151,598.0,0.0,0.0,0.0,0.1893,1.4333,0.8167,2.0067
46,3,5.0,4.85,0.0,0.0,0.0,0.0,4.1616,2.9601,1.9355,50.6933,10.5499,0.4631,141.7436,65.966,4.871,3.2662,0.4414,0.3204,0.9931,0.4217,529.0,0.0,0.0,0.0,0.1025,2.2023,0.7476,3.7807
47,3,4.0,4.15,0.0,0.0,0.0,0.0,3.7655,3.0683,2.2051,37.2846,15.2741,0.3609,96.5958,88.5459,5.8462,3.0939,0.4926,0.3071,0.997,0.507,751.0,0.0,0.0,0.0,0.0958,2.425,0.6584,3.1957
48,3,4.0,3.86,0.6381,0.0,0.0145,0.5228,5.2368,3.0163,1.4706,42.9425,13.1078,0.7227,258.4518,32.6538,4.6471,2.5619,0.2368,0.2826,0.7717,0.462,256.0,-4.11,60.9439,0.3246,0.0853,2.6666,-0.0,1.1719
49,3,5.0,4.66,0.0,0.0,0.0,0.0,6.4348,2.8586,1.9231,30.0931,19.2785,0.5186,107.7934,69.3187,5.8462,3.3919,0.4286,0.194,0.9153,0.4913,376.0,0.0,0.0,0.0,0.1431,2.0777,1.3788,1.8617
50,3,4.0,3.89,0.6547,0.0,0.0405,0.5081,3.6371,2.8911,1.4138,58.4114,10.1428,0.2711,43.8639,229.4112,5.7931,4.0673,0.52,0.2049,0.9905,0.7379,686.0,-2.0294,7.6092,0.2897,0.149,1.5827,0.5033,1.312
51,3,5.0,4.51,0.0,0.0,0.0,0.0,5.3284,2.7756,4.2857,-43.5959,51.1389,0.3623,48.217,157.7443,9.7143,4.0277,0.3894,0.1036,0.9858,0.5188,483.0,0.0,0.0,0.0,0.2026,1.4487,0.8113,1.6563
52,3,3.0,4.22,0.0,0.0,0.0,0.0,6.5636,2.9739,2.4231,55.0061,11.1491,0.5286,110.8869,78.1114,4.9231,3.0124,0.3623,0.256,0.9891,0.4534,454.0,0.0,0.0,0.0,0.1588,1.8482,0.7219,2.2026
53,3,5.0,4.97,0.0,0.0,0.0,0.0,11.5625,2.7429,3.6,-50.8783,51.4921,0.5279,105.9383,76.9064,6.6,3.5966,0.3699,0.1341,0.9921,0.4053,430.0,0.0,0.0,0.0,0.1928,2.164,1.4591,1.3953
54,3,4.0,4.11,0.0,0.0,0.0,0.0,3.5868,2.9725,1.1961,41.8149,13.5218,0.3172,78.9414,115.1989,4.8627,3.0854,0.4897,0.1829,0.9985,0.5149,848.0,0.0,0.0,0.0,0.1321,2.0587,0.5608,3.5377
55,3,5.0,4.7,0.0,0.0,0.0,0.0,8.0744,2.7995,2.8974,-61.4211,49.8987,0.3884,144.2246,40.6786,5.5128,3.033,0.5434,0.3112,0.9886,0.3833,1071.0,0.0,0.0,0.0,0.0866,2.466,1.6774,1.4939
