user_id,file_id,rating,combo_5_B__perp_token_curv_lex_disc__pred,avg_logprob,ppl,proportion_top10,proportion_top100,proportion_top1000,mean_rank,rank_entropy,curvature_z,ll_orig,mean_ll_pert,std_ll_pert,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,total_connectives,connective_entropy,connective_density_per_100w,enumeration_count
37,2,5.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545,10.2247,7.23,0.8734,0.0203,70.4588,86.7114,0.6087,0.1522,4.751,9.0,0.5033,1.7787,0.0
38,2,4.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4111,9.5534,6.7552,0.8587,0.0225,84.5679,101.4435,0.5721,0.1892,5.1759,15.0,1.0389,2.7778,0.0
39,2,2.0,2.74,-2.5573,12.9006,0.0094,0.362,0.7429,1251.022,2.9336,6.4165,-2.9857,-3.5267,0.0843,0.2853,7.3234,5.1785,0.8068,0.0298,265.0818,36.533,0.4787,0.2394,3.9378,7.0,1.1488,1.0622,0.0
40,2,2.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6156,10.7868,7.6274,0.9153,0.0148,60.6903,144.4265,0.709,0.1587,5.3648,6.0,1.4591,1.9544,0.0
41,2,5.0,4.51,-3.0343,20.7865,0.0496,0.3772,0.7414,1497.6767,3.3989,5.1758,-3.0343,-3.4712,0.0844,0.4281,7.5741,5.3557,0.8524,0.0257,208.025,42.5223,0.6045,0.2015,4.1981,4.0,-0.0,1.278,0.0
42,2,4.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4515,8.9399,6.3214,0.8668,0.0223,109.4596,92.4972,0.565,0.2034,5.199,4.0,0.8113,1.0204,0.0
43,2,5.0,4.25,-3.6767,39.5171,0.0201,0.3763,0.6781,1638.841,4.3727,3.2986,-3.6767,-3.9006,0.0679,0.564,9.5882,6.7799,0.8989,0.0178,85.4875,99.4883,0.6871,0.1534,5.0242,2.0,-0.0,0.692,0.0
44,2,4.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5093,9.8885,6.9922,0.8863,0.0192,73.4544,122.3229,0.5833,0.2135,4.9788,6.0,0.9183,1.5915,0.0
45,2,2.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4665,9.8743,6.9822,0.8751,0.0205,83.1075,130.0835,0.5837,0.1722,5.0938,7.0,0.5917,1.5625,0.0
46,2,5.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4609,9.8846,6.9894,0.8737,0.0206,81.4745,86.7306,0.5849,0.2123,4.6957,12.0,0.8167,2.6087,0.0
47,2,5.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3519,9.9973,7.0691,0.844,0.0233,114.027,58.8023,0.5739,0.1972,4.6766,17.0,0.952,2.1066,0.0
48,2,4.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4519,11.289,7.9826,0.8766,0.0192,95.9998,119.0793,0.6454,0.156,5.2051,33.0,0.1959,5.2885,0.0
49,2,5.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7011,13.0798,9.2488,0.9393,0.0104,31.5431,181.6961,0.7787,0.1107,5.6121,5.0,0.7219,1.4368,0.0
50,2,5.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5109,10.3826,7.3416,0.8885,0.0185,68.4767,102.7417,0.6019,0.2085,5.2639,11.0,1.5726,2.6634,0.0
51,2,5.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4715,9.4646,6.6925,0.8747,0.0209,111.0776,82.3855,0.5895,0.2263,4.995,4.0,1.0,0.9926,0.0
52,2,4.0,3.89,-4.1911,66.0928,0.0362,0.3134,0.7612,1117.0576,5.388,1.2059,-4.1911,-4.3374,0.1213,0.6,11.0635,7.823,0.9124,0.015,47.0588,184.4953,0.6569,0.1814,5.3559,5.0,0.7219,1.4706,0.0
53,2,5.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5279,10.9469,7.7406,0.8946,0.0174,76.9064,105.9383,0.6476,0.1806,4.9,6.0,1.4591,1.3953,0.0
54,2,4.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2994,8.5469,6.0436,0.8201,0.0268,155.8508,47.435,0.5615,0.1516,4.5939,17.0,0.8343,2.0859,0.0
55,2,5.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3908,12.4871,8.8297,0.8644,0.0196,41.4028,180.665,0.4261,0.2707,5.5798,12.0,1.1887,1.1753,0.0
56,2,4.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4503,9.3711,6.6264,0.8686,0.0216,104.4328,105.9975,0.5692,0.2256,5.0785,4.0,0.8113,0.9238,0.0
57,2,5.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6246,11.8024,8.3456,0.9199,0.0136,55.2378,186.7826,0.6951,0.1973,5.3473,7.0,0.5917,1.9608,0.0
58,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,8.2549,5.8371,0.8568,0.0242,147.6304,52.49,0.6352,0.1384,4.6119,5.0,1.5219,1.3477,0.0
59,2,4.0,3.69,-3.7255,41.4914,0.0385,0.3462,0.9231,333.0,5.6179,2.1639,-3.7255,-5.0073,0.5924,0.9167,4.4907,3.1754,0.9726,0.0086,104.1667,80.64,0.9545,0.0,4.4583,0.0,0.0,0.0,0.0
60,2,4.0,4.06,-3.0597,21.3211,0.0209,0.351,0.7211,1327.7002,3.6677,3.1877,-3.0313,-3.4873,0.1431,0.4,7.642,5.4037,0.8447,0.0263,217.0764,39.7054,0.637,0.1644,4.1945,4.0,0.8113,1.0959,0.0
61,2,5.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3099,10.4595,7.396,0.8336,0.0237,75.9565,119.0091,0.4533,0.2323,5.0623,14.0,1.2871,1.2291,0.0
62,2,4.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049,10.174,7.1941,0.8862,0.0189,76.8036,109.1194,0.639,0.1561,4.968,11.0,0.8659,2.7094,0.0
63,2,5.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3887,9.3933,6.6421,0.8517,0.0233,81.6288,80.9277,0.489,0.2159,4.9401,16.0,0.6686,2.7397,0.0
64,2,5.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,10.2631,7.2571,0.8734,0.0203,88.9243,111.893,0.5991,0.1897,4.9491,8.0,1.0613,1.5656,0.0
65,2,3.0,3.35,-3.8908,48.95,0.0346,0.2743,0.6868,1476.5961,4.8855,2.1588,-3.8908,-4.1836,0.1356,0.57,9.7562,6.8987,0.901,0.0174,88.9935,117.6568,0.6886,0.1737,5.0375,4.0,1.5,1.3652,0.0
66,2,4.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4605,9.5484,6.7517,0.8721,0.0211,109.6809,97.496,0.6364,0.1515,4.493,9.0,1.6577,2.093,0.0
67,2,4.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5498,11.2936,7.9858,0.901,0.0164,57.2763,170.8534,0.6724,0.1552,5.4431,10.0,1.1568,2.3697,0.0
68,2,4.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6705,13.9684,9.8772,0.9342,0.0108,29.5186,292.7653,0.732,0.1684,5.3618,6.0,1.4591,1.3825,0.0
69,2,4.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3691,8.8037,6.2251,0.8429,0.0248,116.691,76.6661,0.581,0.1333,5.1336,14.0,1.4838,2.4605,0.0
70,2,3.0,3.32,-3.7735,43.5341,0.0279,0.3155,0.6867,1592.3627,4.72,2.8144,-3.7735,-4.0203,0.0877,0.6014,10.0817,7.1288,0.9098,0.016,49.1382,159.0642,0.6331,0.1893,5.4733,3.0,0.9183,1.0676,0.0
71,2,5.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5066,9.8877,6.9917,0.8856,0.0193,89.418,106.0077,0.658,0.1554,4.832,6.0,1.2516,1.5748,0.0
72,2,5.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521,12.4575,8.8088,0.9275,0.0123,37.9809,214.1447,0.7269,0.1555,5.3699,9.0,1.3516,2.4658,0.0
73,2,3.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4382,9.2439,6.5364,0.8647,0.0222,96.9575,88.1656,0.5692,0.2103,5.1978,4.0,0.8113,0.8989,0.0
74,2,4.0,4.01,-2.7338,15.3907,0.037,0.2492,0.7395,1255.3778,3.7679,5.6357,-2.7856,-3.223,0.0776,0.3942,8.3531,5.9066,0.8476,0.025,144.6421,67.4373,0.5819,0.2034,4.784,11.0,0.4395,2.4499,0.0
75,2,4.0,3.37,-9.4725,12996.7183,0.0,0.6667,1.0,92.5,7.7012,-0.1946,-9.4725,-9.2088,1.3548,1.0,2.4495,1.7321,1.0,0.0,0.0,0.0,1.0,0.0,5.5,0.0,0.0,0.0,0.0
0,3,5.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4668,9.418,6.6595,0.8732,0.0211,84.6368,112.0558,0.6158,0.1737,5.1867,10.0,1.1568,2.457,0.0
1,3,4.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3265,6.8571,4.8487,0.8162,0.0302,142.2247,50.4208,0.5139,0.1667,4.737,7.0,0.5917,1.5873,0.0
2,3,4.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4442,9.8633,6.9744,0.8691,0.0211,77.0215,131.5455,0.5662,0.1918,5.0446,9.0,-0.0,1.8256,0.0
3,3,5.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4788,12.5123,8.8475,0.8871,0.0173,54.3207,116.3879,0.5933,0.1988,5.3367,17.0,1.1401,2.489,0.0
4,3,5.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4487,9.4023,6.6484,0.8683,0.0216,100.975,101.7322,0.5838,0.1777,5.2027,5.0,-0.0,1.139,0.0
5,3,2.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4005,7.9297,5.6071,0.8468,0.0257,159.5689,63.5625,0.6561,0.1274,4.6862,8.0,0.5436,2.0408,0.0
6,3,4.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4951,10.0255,7.0891,0.8832,0.0194,102.558,113.4553,0.6355,0.1724,4.9195,7.0,0.5917,1.7073,0.0
7,3,4.0,3.97,-3.5583,35.1024,0.0143,0.2494,0.7791,1036.1663,4.8729,3.4807,-3.5583,-3.9134,0.102,0.6006,10.7944,7.6328,0.9118,0.0153,76.6805,108.8763,0.7113,0.1701,4.808,17.0,1.1401,5.2632,0.0
8,3,2.0,2.2,-3.2791,26.5511,0.0379,0.3214,0.7525,1303.7086,4.212,4.6419,-3.2791,-3.6895,0.0884,0.4911,9.0292,6.3846,0.8779,0.021,136.7249,61.1496,0.6506,0.1566,4.7781,10.0,1.8464,2.9586,0.0
9,3,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5944,11.2788,7.9753,0.9116,0.015,58.7963,177.1782,0.6589,0.215,5.1611,4.0,0.8113,1.1111,0.0
10,3,2.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3578,9.3432,6.6067,0.8425,0.0241,119.796,86.7269,0.5451,0.2008,4.9531,34.0,0.3228,4.9853,0.0
11,3,4.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4419,9.7019,6.8603,0.8678,0.0214,117.3361,53.5222,0.6385,0.1643,4.7386,6.0,0.65,1.2448,0.0
12,3,5.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4408,9.4127,6.6558,0.8662,0.0219,146.8721,50.9411,0.6119,0.194,4.4123,8.0,0.9544,1.7544,0.0
13,3,4.0,3.74,-4.1136,61.165,0.0714,0.2143,0.9286,408.2143,6.238,3.0096,-4.1136,-5.4063,0.4295,1.0,3.6056,2.5495,1.0,0.0,0.0,0.0,1.0,0.0,3.7692,1.0,-0.0,7.6923,0.0
14,3,5.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076,11.2685,7.9681,0.9147,0.0146,55.7734,194.7096,0.6746,0.1866,5.561,4.0,0.8113,1.1628,0.0
15,3,4.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158,9.6352,6.8131,0.8869,0.0193,109.8513,86.8857,0.6778,0.1556,4.6619,8.0,1.0,2.2923,0.0
16,3,5.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4459,11.0934,7.8442,0.8743,0.0195,78.4527,81.5173,0.5942,0.2065,4.6284,16.0,1.0141,2.5848,0.0
17,3,4.0,3.91,-3.2751,26.4465,0.0127,0.3376,0.7468,1275.7574,4.3414,3.3572,-3.2751,-3.7126,0.1303,0.4773,8.6845,6.1408,0.8725,0.022,129.0605,60.3956,0.6266,0.2025,4.7674,10.0,1.0,3.0211,0.0
18,3,3.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3629,9.1163,6.4462,0.8428,0.0244,86.0958,75.8112,0.4803,0.2445,4.7686,16.0,1.3245,2.5357,0.0
19,3,5.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6168,11.0513,7.8144,0.9163,0.0145,60.1702,177.6157,0.7273,0.1414,5.0623,5.0,0.971,1.5576,0.0
20,3,5.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5685,11.9934,8.4806,0.9074,0.0152,67.4662,171.1558,0.6996,0.1423,5.0247,24.0,1.0434,5.3933,0.0
21,3,4.0,3.86,-5.284,197.1606,0.1,0.4,1.0,205.0,7.8995,0.6969,-5.284,-6.5221,1.7765,0.9,2.846,2.0125,0.9542,0.0199,200.0,28.0,0.8889,0.1111,4.4,2.0,1.0,20.0,1.0
22,3,4.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5778,11.6276,8.2219,0.9086,0.0152,57.1864,160.5943,0.6667,0.1923,5.4691,2.0,-0.0,0.4938,0.0
23,3,4.0,3.95,-2.9219,18.5764,0.0143,0.2554,0.6874,1119.0191,3.9595,3.4036,-2.9219,-3.4242,0.1476,0.5814,9.3386,6.6034,0.9023,0.0176,130.4008,91.0846,0.7867,0.0933,5.2209,3.0,0.9183,1.1628,0.0
24,3,4.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4419,8.7941,6.2184,0.8635,0.0228,82.5171,113.9247,0.5486,0.1829,5.1086,3.0,-0.0,0.7576,0.0
25,3,4.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343,9.4612,6.6901,0.8387,0.0243,99.91,68.7432,0.4751,0.2375,4.5046,15.0,1.4256,1.9711,0.0
26,3,5.0,4.45,-3.8003,44.7167,0.0205,0.252,0.6885,1578.1434,5.1636,2.8673,-3.8003,-4.0441,0.085,0.6646,12.037,8.5115,0.9295,0.0122,45.3599,209.3477,0.7569,0.1239,5.3354,11.0,0.4395,3.3537,0.0
27,3,4.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4297,9.6564,6.8281,0.8643,0.0218,117.3218,47.5596,0.6359,0.1567,4.5307,6.0,0.65,1.1881,0.0
28,3,3.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4165,9.1723,6.4858,0.8584,0.0229,107.0464,77.7916,0.6188,0.1584,5.1485,11.0,0.684,2.268,0.0
29,3,4.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4624,9.5447,6.7491,0.8726,0.021,100.399,85.6096,0.6396,0.1624,4.7981,11.0,1.4354,2.5822,0.0
30,3,4.0,4.03,-4.057,57.8001,0.0177,0.2693,0.7351,1298.6821,5.3337,2.7391,-4.057,-4.2833,0.0826,0.7329,12.5234,8.8554,0.9453,0.0096,29.0861,306.0759,0.7664,0.1636,5.3219,12.0,1.614,4.1096,0.0
31,3,4.0,3.88,-3.8495,46.9699,0.0284,0.3144,0.6785,1458.6288,4.9102,1.3708,-3.8495,-4.0315,0.1328,0.6496,10.353,7.3207,0.9221,0.0141,76.5702,157.1526,0.7152,0.1818,5.1575,6.0,-0.0,2.3622,0.0
32,3,4.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846,7.9663,5.633,0.8424,0.026,191.2617,42.942,0.6,0.1818,4.3753,1.0,-0.0,0.2331,0.0
33,3,5.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4469,13.3705,9.4544,0.8815,0.0174,57.9508,88.1065,0.6425,0.1525,5.2201,28.0,0.8503,3.1285,0.0
34,3,4.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083,9.6708,6.8383,0.8851,0.0195,104.0872,104.3157,0.6739,0.1467,4.9171,7.0,1.3788,1.9337,0.0
35,3,1.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4959,9.5266,6.7363,0.8814,0.0201,127.9368,61.4977,0.6557,0.1749,4.6369,9.0,1.3516,2.439,0.0
36,3,4.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4342,9.7957,6.9266,0.8661,0.0215,101.5899,79.6639,0.6063,0.1629,4.6582,9.0,1.6577,1.7682,0.0
37,3,5.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3669,9.4619,6.6906,0.8457,0.0237,90.4517,67.5513,0.5615,0.1639,4.7353,21.0,0.7229,3.1579,0.0
38,3,4.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,5.5943,3.9558,0.7864,0.0355,213.019,32.042,0.4336,0.1947,4.152,3.0,-0.0,0.7353,0.0
39,3,2.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,8.7178,6.1644,0.8513,0.0241,106.1939,68.2197,0.5421,0.1579,4.7916,4.0,0.8113,0.8421,0.0
40,3,2.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5744,10.529,7.4451,0.9047,0.0164,62.1811,135.1778,0.6736,0.1606,5.0298,7.0,1.1488,2.0833,0.0
41,3,4.0,4.0,-3.6029,36.7053,0.0172,0.3112,0.7167,1576.2253,4.6553,4.5401,-3.6029,-3.9949,0.0863,0.4986,9.2871,6.567,0.881,0.0203,100.4908,77.2872,0.6243,0.1965,4.7579,7.0,1.3788,2.0173,0.0
42,3,5.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4326,8.8978,6.2917,0.8614,0.0229,116.1355,68.621,0.6066,0.1749,4.6265,6.0,0.65,1.4184,0.0
43,3,5.0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741,9.7614,6.9024,0.8766,0.0204,110.0258,84.3661,0.6567,0.1443,4.9434,4.0,0.8113,0.9434,0.0
44,3,4.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4738,9.0277,6.3835,0.8733,0.0215,131.2904,54.9399,0.6686,0.1337,4.3499,8.0,0.9544,2.2039,0.0
45,3,4.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428,8.3831,5.9277,0.8326,0.0262,220.5792,45.3356,0.5707,0.1756,4.4047,12.0,0.8167,2.0067,0.0
46,3,5.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4631,10.6522,7.5322,0.8773,0.0196,65.966,141.7436,0.6204,0.1184,5.1096,20.0,0.7476,3.7807,0.0
47,3,4.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3609,9.8889,6.9925,0.8461,0.0232,88.5459,96.5958,0.5498,0.2103,5.008,24.0,0.6584,3.1957,0.0
48,3,4.0,3.9,-4.11,60.9439,0.0262,0.3246,0.733,1273.2827,5.0898,0.9522,-4.11,-4.243,0.1397,0.7227,11.5625,8.1759,0.9414,0.0106,32.6538,258.4518,0.7351,0.1838,5.0664,3.0,-0.0,1.1719,0.0
49,3,5.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5186,10.0564,7.1109,0.8893,0.0187,69.3187,107.7934,0.6359,0.1744,4.9468,7.0,1.3788,1.8617,0.0
50,3,4.0,3.87,-2.0294,7.6092,0.0246,0.2897,0.7616,1181.4345,2.3329,9.7771,-2.3983,-3.0152,0.0631,0.2711,7.1015,5.0215,0.8002,0.0306,229.4112,43.8639,0.5591,0.1882,4.4009,9.0,0.5033,1.312,0.0
51,3,5.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3623,7.9628,5.6305,0.8357,0.0266,157.7443,48.217,0.5714,0.16,4.2091,8.0,0.8113,1.6563,0.0
52,3,3.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286,11.2638,7.9647,0.8958,0.017,78.1114,110.8869,0.6792,0.1625,4.815,10.0,0.7219,2.2026,0.0
53,3,5.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5279,10.9469,7.7406,0.8946,0.0174,76.9064,105.9383,0.6476,0.1806,4.9,6.0,1.4591,1.3953,0.0
54,3,4.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3172,9.2375,6.5319,0.8297,0.0253,115.1989,78.9414,0.5353,0.1636,4.8196,30.0,0.5608,3.5377,0.0
55,3,5.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884,12.7116,8.9884,0.8644,0.0194,40.6786,144.2246,0.488,0.1995,5.7927,16.0,1.6774,1.4939,0.0
